string2 0,string 1
yesno_dlc_0010,"{pf(Чтобы сыграть во Внешнее подземелье, необходимо {fc9приобрести дополнение}.

Перейти в PlayStation®Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Чтобы сыграть во Внешнее подземелье, необходимо {fc9приобрести дополнение}.

Перейти в Microsoft Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Чтобы сыграть во Внешнее подземелье, требуется {fc9загружаемый контент}.

Перейти в Nintendo eShop?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.}/Чтобы сыграть во Внешнее подземелье, требуется {fc9загружаемый контент}.

Перейти в интернет-магазин?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.})}"
yesno_dlc_0020,"{pf(Чтобы надеть этот костюм, необходимо {fc9приобрести дополнение}.

Перейти в PlayStation®Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Чтобы надеть этот костюм, необходимо {fc9приобрести дополнение}.

Перейти в Microsoft Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Чтобы надеть этот костюм, требуется {fc9загружаемый контент}.

Перейти в Nintendo eShop?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.}/Чтобы надеть этот костюм, требуется {fc9загружаемый контент}.

Перейти в интернет-магазин?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.})}"
yesno_dlc_0030,"{pf(Чтобы выбрать эту музыку, необходимо {fc9приобрести дополнение}.

Перейти в PlayStation®Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Чтобы выбрать эту музыку, необходимо {fc9приобрести дополнение}.

Перейти в Microsoft Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Чтобы выбрать эту музыку, требуется {fc9загружаемый контент}.

Перейти в Nintendo eShop?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.}/Чтобы выбрать эту музыку, требуется {fc9загружаемый контент}.

Перейти в интернет-магазин?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.})}"
yesno_dlc_0040,"{pf(Перейти в PlayStation®Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Перейти в Microsoft Store?

{fc9Примечание: приобретённые дополнения будут активированы
только после возврата на титульный экран.}/Перейти в Nintendo eShop?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.}/Перейти в интернет-магазин?

{fc9Примечание: приобретённый загружаемый контент будет активирован
только после возврата на титульный экран.})}"
yesno_digimonselect_0010,Выбрать {fc9{d0}} дигимоном-партнёром?
yesno_unequip_0010,"Снять все диски навыков и снаряжение
с дигимонов в ящике и на ферме?

{fc9Примечание: с защищённых дигимонов
диски навыков и снаряжение не снимаются.}"
yesno_language_0010,"Чтобы изменить язык текста, игра сохранит прогресс и вернётся на титульный экран.
Продолжить?

{fc9Имена главного героя и дигимонов останутся на прежнем языке. Кроме того, из-за смены шрифта имена главного героя и дигимонов могут отображаться некорректно. (Их можно изменить позже.)}"
yesno_language_0020,"Чтобы изменить язык текста, игра сохранит прогресс и вернётся на титульный экран.
Продолжить?

{fc9Имена главного героя и дигимонов останутся на прежнем языке. (Их можно изменить позже.)}"
yesno_language_0030,"Чтобы изменить язык отображения игры, настройки будут
сохранены, и игра запустится повторно.

Продолжить?"
yesno_language_0040,"Чтобы изменить язык отображения игры,
вы вернётесь на титульный экран.
Продолжить?

{fc9Имена главного героя и дигимонов останутся на прежнем языке. Кроме того, из-за смены шрифта имена главного героя и дигимонов могут отображаться некорректно. (Их можно изменить позже.)}"
yesno_language_0050,"Чтобы изменить язык отображения игры,
вы вернётесь на титульный экран.
Продолжить?

{fc9Имена главного героя и дигимонов останутся на прежнем языке. (Их можно изменить позже.)}"
yesno_giveup_0010,Отказаться от этой битвы?
yesno_taransfer_0010,"Обнаружены данные сохранения из демо-версии.
Импортировать их и начать новую игру?

{fc9Существующие данные сохранения полной версии
будут перезаписаны.}"
yesno_demo_0010,"Это завершит демо-версию без сохранения твоих данных.

Продолжить?
Примечание: сохранённые данные из демо-версии можно
импортировать в полную версию игры."
yesno_graphics_0010,"Чтобы изменить режим графики, игра сохранит прогресс
и вернётся на титульный экран.
Продолжить?"
yesno_graphics_0020,"Чтобы изменить режим графики, игра сохранит настройки
и перезапустится.
Продолжить?"
