string2 0,string 1
100026,{d0}: {is28}{image(ui_icon_btlStatus_018)} {fc9ЗАЩ} повышена!
100027,{d0}: {is28}{image(ui_icon_btlStatus_020)} {fc9ИНТ} повышена!
100028,{d0}: {is28}{image(ui_icon_btlStatus_022)} {fc9ДУХ} повышена!
100029,{d0}: {is28}{image(ui_icon_btlStatus_024)} {fc9СКР} повышена!
100030,{d0}: {is28}{image(ui_icon_btlStatus_026)} {fc9МЕТ} повышена!
100031,{d0}: {is28}{image(ui_icon_btlStatus_028)} {fc9УКЛ} повышена!
100032,{d0}: {is28}{image(ui_icon_btlStatus_030)} {fc9шанс крита} повышен!
100033,{d0}: {is28}{image(ui_icon_btlStatus_017)} {fc9АТК} снижена!
100034,{d0}: {is28}{image(ui_icon_btlStatus_019)} {fc9ЗАЩ} снижена!
100035,{d0}: {is28}{image(ui_icon_btlStatus_021)} {fc9ИНТ} снижена!
100036,{d0}: {is28}{image(ui_icon_btlStatus_023)} {fc9ДУХ} снижена!
100037,{d0}: {is28}{image(ui_icon_btlStatus_025)} {fc9СКР} снижена!
100038,{d0}: {is28}{image(ui_icon_btlStatus_027)} {fc9МЕТ} снижена!
100039,{d0}: {is28}{image(ui_icon_btlStatus_029)} {fc9УКЛ} снижена!
100040,{d0}: {is28}{image(ui_icon_btlStatus_031)} {fc9шанс крита} снижен!
100041,{d0}: {is28}{image(ui_icon_btlStatus_059)} {fc9сопр. нейтр.} повышено!
100042,{d0}: {is28}{image(ui_icon_btlStatus_049)} {fc9сопр. огню} повышено!
100043,{d0}: {is28}{image(ui_icon_btlStatus_052)} {fc9сопр. льду} повышено!
100044,{d0}: {is28}{image(ui_icon_btlStatus_051)} {fc9сопр. растениям} повышено!
100045,{d0}: {is28}{image(ui_icon_btlStatus_050)} {fc9сопр. воде} повышено!
100046,{d0}: {is28}{image(ui_icon_btlStatus_053)} {fc9сопр. электричеству} повышено!
100047,{d0}: {is28}{image(ui_icon_btlStatus_056)} {fc9сопр. стали} повышено!
100048,{d0}: {is28}{image(ui_icon_btlStatus_055)} {fc9сопр. ветру} повышено!
100049,{d0}: {is28}{image(ui_icon_btlStatus_054)} {fc9сопр. земле} повышено!
100050,{d0}: {is28}{image(ui_icon_btlStatus_057)} {fc9сопр. свету} повышено!
100051,{d0}: {is28}{image(ui_icon_btlStatus_058)} {fc9сопр. тьме} повышено!
100052,{d0}: {is28}{image(ui_icon_btlStatus_059)} {fc9сопр. нейтр.} повышено!
100053,
100054,
100055,
100056,
100057,
100058,
100059,
100060,
100061,
100062,
100063,{d0}: {is28}{image(ui_icon_btlStatus_070)} {fc9сопр. нейтр.} снижено!
100064,{d0}: {is28}{image(ui_icon_btlStatus_060)} {fc9сопр. огню} снижено!
100065,{d0}: {is28}{image(ui_icon_btlStatus_063)} {fc9сопр. льду} снижено!
100066,{d0}: {is28}{image(ui_icon_btlStatus_062)} {fc9сопр. растениям} снижено!
100067,{d0}: {is28}{image(ui_icon_btlStatus_061)} {fc9сопр. воде} снижено!
100068,{d0}: {is28}{image(ui_icon_btlStatus_064)} {fc9сопр. электричеству} снижено!
100069,{d0}: {is28}{image(ui_icon_btlStatus_067)} {fc9сопр. стали} снижено!
100070,{d0}: {is28}{image(ui_icon_btlStatus_066)} {fc9сопр. ветру} снижено!
100071,{d0}: {is28}{image(ui_icon_btlStatus_065)} {fc9сопр. земле} снижено!
100072,{d0}: {is28}{image(ui_icon_btlStatus_068)} {fc9сопр. свету} снижено!
100073,{d0}: {is28}{image(ui_icon_btlStatus_069)} {fc9сопр. тьме} снижено!
100074,{d0}: {is28}{image(ui_icon_btlStatus_070)} {fc9сопр. нейтр.} снижено!
100075,
100076,
100077,
100078,
100079,
100080,
100081,
100082,
100083,
100084,
100085,{d0} готов к {is28}{image(ui_icon_btlStatus_036)} контратаке против физических атак!
100086,{d0} готов к {is28}{image(ui_icon_btlStatus_037)} контратаке против магических атак!
100087,"{d0} получил {is28}{image(ui_icon_btlStatus_038)} барьер, отражающий физические атаки!"
100088,"{d0} получил {is28}{image(ui_icon_btlStatus_039)} барьер, отражающий магические атаки!"
100089,{d0} больше не подвержен {is28}{image(ui_icon_btlStatus_040)} аномалиям состояния!
100090,{d0} больше не подвержен {is28}{image(ui_icon_btlStatus_041)} снижению характеристик!
100091,{d0} получил {is28}{image(ui_icon_btlStatus_042)} защиту от одного нокаута!
100092,{d0} поднял {is28}{image(ui_icon_btlStatus_043)} защиту!
100093,{d0}: получаемый {is28}{image(ui_icon_btlStatus_044)} физический урон увеличен!
100094,"{d0} получил {is28}{image(ui_icon_btlStatus_044)} барьер, уменьшающий физический урон!"
100095,{d0}: получаемый {is28}{image(ui_icon_btlStatus_045)} магический урон увеличен!
100096,"{d0} получил {is28}{image(ui_icon_btlStatus_045)} барьер, уменьшающий магический урон!"
100097,{d0}: наносимый {is28}{image(ui_icon_btlStatus_044)} физический урон увеличен!
100098,{d0}: наносимый {is28}{image(ui_icon_btlStatus_044)} физический урон снижен!
100099,{d0}: наносимый {is28}{image(ui_icon_btlStatus_045)} магический урон увеличен!
100100,{d0}: наносимый {is28}{image(ui_icon_btlStatus_045)} магический урон снижен!
100101,{d0}: сила {is28}{image(ui_icon_btlStatus_046)} физической атаки увеличена!
100102,{d0}: сила {is28}{image(ui_icon_btlStatus_047)} магической атаки увеличена!
100103,{d0} применил {is28}{image(ui_icon_btlStatus_048)} провокацию!
100105,{d0} потерял равновесие от отдачи навыка и не может двигаться!
100106,{d0} будет действовать первым в следующем раунде!
100107,{d0} будет действовать последним в следующем раунде!
100108,{d0} теперь может действовать несколько раз за раунд!
100109,{d0} теперь может выполнить несколько действий сразу!
100110,
100111,
100112,{d0}: усиления характеристик сняты!
100113,{d0}: ослабления характеристик сняты!
100114,"{d0} излечен от {is28}{image(ui_icon_btlStatus_000)} отравления, {is28}{image(ui_icon_btlStatus_002)} смятения, {is28}{image(ui_icon_btlStatus_003)} паралича и {is28}{image(ui_icon_btlStatus_004)} сна!"
100115,{d0}: особые аномалии состояния сняты!
100116,{d0}: все аномалии состояния сняты!
100117,
100118,{d0} получил {is28}{image(ui_icon_btlStatus_012)} травму и не может восстанавливать HP!
100119,{d0} получил {is28}{image(ui_icon_btlStatus_013)} болезнь и не может восстанавливать SP!
100120,{d0} не может двигаться после блокировки заряда!
100124,Обратный отсчет до смерти...
100125,Обратный отсчет до смерти...
100126,{d0}: мотивация потеряна!
100132,{d0} дрожит от страха...
100133,CP больше нельзя получить!
110003,{d0}: {is28}{image(ui_icon_btlStatus_000)} отравление снято!
110005,{d0}: {is28}{image(ui_icon_btlStatus_002)} смятение снято!
110006,{d0}: {is28}{image(ui_icon_btlStatus_003)} паралич снят!
110007,{d0}: {is28}{image(ui_icon_btlStatus_004)} сон снят!
110008,{d0}: {is28}{image(ui_icon_btlStatus_005)} смертельное отравление снято!
110010,{d0}: {is28}{image(ui_icon_btlStatus_007)} хаос снят!
110011,{d0}: {is28}{image(ui_icon_btlStatus_008)} обездвиживание снято!
110012,{d0}: {is28}{image(ui_icon_btlStatus_009)} глубокий сон снят!
110013,{d0}: {is28}{image(ui_icon_btlStatus_010)} кристаллизация снята!
110014,{d0}: {is28}{image(ui_icon_btlStatus_011)} совместимости больше не обращены!
200001,{d0}: характеристики повышены!
200002,{d0}: характеристики снижены!
200003,{d0}: все сопротивления элементам повышены!
200004,"{d0} получил барьер, уменьшающий физический и магический урон!"
200005,{d0}: все характеристики повышены!
200006,{d0}: все характеристики снижены!
200007,{d0}: сопротивления элементам повышены!
200008,{d0}: сопротивления элементам снижены!
200009,"{d0}: все характеристики повышены, входящий физический/магический урон снижен!"
200010,{d0}: аномалии состояния снова действуют!
300001,{d0}: характеристики повышены!
300002,{d0}: характеристики снижены!
300003,{d0}: все сопротивления элементам повышены!
300004,"{d0} получили барьер, уменьшающий физический и магический урон!"
300005,{d0}: все характеристики повышены!
300006,{d0}: все характеристики снижены!
300007,{d0}: сопротивления элементам повышены!
300008,{d0}: сопротивления элементам снижены!
300009,"{d0}: все характеристики повышены, входящий физический/магический урон снижен!"
300010,{d0}: аномалии состояния снова действуют!
20281,{d0}: {is28}{image(ui_icon_btlStatus_033)} {fc9макс. HP} снижено!
