string2 0,string 1,empty 2
10233,Карта: БелиалВамдемон,
10234,Карта: Бермон,
10235,Карта: Гризмон,
10237,Карта: Астамон,
10239,Карта: Скалл Балухимон,
10240,Карта: Октомон,
10241,Карта: Торомон,
10242,Карта: Капримон,
10301,Карта: Мегадрамон,
10302,Карта: Металл Греймон,
10303,Карта: Тентомон,
10304,Карта: Кабутеримон,
10305,Карта: АтлаКабутеримон,
10306,Карта: ГераклКабутеримон,
10307,Карта: Пиёмон,
10308,Карта: Бёрдрамон,
10309,Карта: Гарудамон,
10310,Карта: Хоуоумон,
10311,Карта: Этемон,
10312,Карта: Металл Этемон,
10313,Карта: Скамон,
10314,Карта: Вегимон,
10315,Карта: Серафимон,
10316,Карта: Додомон,
10317,Карта: Ботамон,
10320,Карта: Поёмон,
10321,Карта: Ванямон,
10322,Карта: Коромон,
10325,Карта: Токомон,
10326,Карта: Греймон,
10327,Карта: Металл Греймон (синий),
10328,Карта: Апокалимон,
10338,Карта: Древний Вайзмон,
10341,Карта: Гардромон,
10342,Карта: Андромон,
10343,Карта: Гомамон,
10344,Карта: Иккакумон,
10345,Карта: Зудомон,
10346,Карта: Викемон,
10347,Карта: Сидрамон,
10348,Карта: Пальмон,
10349,Карта: Тогэмон,
10359,Карта: Лилимон,
10361,Карта: Плотмон,
10363,Карта: Тиранномон,
10364,Карта: МеталлТиранномон,
10365,Карта: ИксВи-мон,
10367,Карта: Кувагамон,
10368,Карта: Шеллмон,
10369,Карта: Монохромон,
10370,Карта: Юкидарумон,
10371,Карта: Моджамон,
10372,Карта: Кенталмон,
10373,Карта: Дримогемон,
10374,Карта: Дигитамамон,
10375,Карта: Нанимон,
10376,Карта: Тоносама Гэкомон,
10377,Карта: Визармон,
10378,Карта: Делюмон,
10379,Карта: Дзюреймон,
10380,Карта: Гербемон,
10382,Карта: Магнамон,
10383,Карта: РастТиранномон,
10385,Карта: Мугендрамон,
10387,Карта: Баббмон,
10388,Карта: Мотимон,
10389,Карта: Бэтамон,
10390,Карта: Люцимон,
10391,Карта: Ренамон,
10392,Карта: Ворммон,
10393,Карта: Вудмон,
10394,Карта: Оргмон,
10395,Карта: Кьюбимон,
10396,Карта: ДОРУгамон,
10397,Карта: Ви-драмон,
10398,Карта: Клокмон,
10399,Карта: Гэкомон,
10400,Карта: Аэро Ви-драмон,
10401,Карта: Окувамон,
10402,Карта: Гигадрамон,
10403,Карта: ГрапЛеомон,
10404,Карта: Скалл Греймон,
10405,Карта: Таомон,
10406,Карта: Дес Мерамон,
10407,Карта: ДОРУгремон,
10408,Карта: Пейлдрамон,
10409,Карта: Панджамон,
10410,Карта: Пикмон,
10411,Карта: Вейдмон,
10412,Карта: Мамемон,
10413,Карта: Металл Мамемон,
10414,Карта: Пэрротмон,
10416,Карта: Альфамон,
10417,Карта: Алфорс Ви-драмон,
10419,Карта: Империалдрамон: Режим Бойца,
10420,Карта: Империалдрамон: Режим Паладина,
10421,Карта: Офанимон,
10422,Карта: Хаосдрамон,
10423,Карта: ГранКувагамон,
10424,Карта: Сэйбер Леомон,
10425,Карта: Сакуямон,
10426,Карта: ХиАндромон,
10427,Карта: Пьемон,
10428,Карта: Пиноккимон,
10429,Карта: ПринцМамемон,
10431,Карта: Болтмон,
10434,Карта: Металл Сидрамон,
10435,Карта: Люцимон: режим Сатаны,
10437,Карта: Пунимон,
10438,Карта: Цуномон,
10439,Карта: Бельфемон: Режим сна,
10440,Карта: Титамон,
10450,Карта: Плезиомон,
10451,Карта: ЭБЭмон,
10452,Карта: Цикломон,
10453,Карта: Холидрамон,
10454,Карта: Васпмон,
10455,Карта: КарацукиНумемон,
10456,Карта: Револьмон,
10457,Карта: Дракумон,
10458,Карта: Монодрамон,
10461,Карта: СкаллМаммон,
10463,Карта: Блимпмон,
10465,Карта: МастерБлимпмон,
10466,Карта: Доримон,
10474,Карта: Динохьюмон,
10479,Карта: Лоадер Лиомон,
10484,Карта: Джуэлбимон,
10489,Карта: Агумон (Узы храбрости),
10490,Карта: Габумон (узы дружбы),
10491,Карта: ГрейтГриззмон,
10492,Карта: Каллисмон,
10510,Карта: Пьёкомон,
10512,Карта: Танэмон,
10514,Карта: Пукамон,
10515,Карта: Няромон,
10548,Карта: Юнимон,
10564,Карта: Элекмон,
10567,Карта: Пагумон,
10569,Карта: Газимон,
10573,Карта: Хёкомон,
10574,Карта: Бураимон,
10575,Карта: Бутенмон,
10576,Карта: Наномон,
10577,Карта: Шамамон,
10578,Карта: Сноу Гобуримон,
10579,Карта: Фугамон,
10580,Карта: Хёгамон,
10582,Карта: Отамамон,
10584,Карта: Фантомон,
10586,Карта: Флаймон,
10588,Карта: Маммон,
10590,Карта: Рэйрмон,
10592,Карта: Докугумон,
10594,Карта: Гизамон,
10595,Карта: Готцумон,
10596,Карта: Пампмон,
10597,Карта: Снаймон,
10598,Карта: Таскмон,
10600,Карта: ВеномВамдемон,
10601,Карта: Витчмон,
10602,Карта: Мистимон,
10603,Карта: Средневековый Дюкмон,
10604,Карта: Грейс Новамон,
10605,Карта: Аномалокаримон,
10606,Карта: Хангёмон,
10607,Карта: Машмон,
10609,Карта: Кокувамон,
10610,Карта: Кивимон,
10611,Карта: Флорамон,
10613,Карта: Клавис Ангемон,
10614,Карта: СлэшАнгемон,
10615,Карта: Механоримон,
10616,Карта: МагнаКидмон,
10617,Карта: АвенжКидмон,
10621,Карта: Танкмон,
10622,Карта: Пинмон,
10623,Карта: Мучомон,
10626,Карта: Керамон,
10627,Карта: Инфермон,
10629,Карта: Курамон,
10630,Карта: Хризалимон,
10631,Карта: Цумэмон,
10632,Карта: Диабломон,
10669,Карта: Алдамон,
10670,Карта: Беовульфмон,
10676,Карта: Агнимон,
10677,Карта: Кайзер Греймон,
10678,Карта: Магна Гарурумон,
10679,Карта: Вритрамон,
10680,Карта: Вольфмон,
10681,Карта: Гаруммон,
10682,Карта: Шаутмон,
10683,Карта: Омега Шаутмон,
10687,Карта: Хакмон,
10688,Карта: Гэнкумон,
10697,Карта: Зубамон,
10698,Карта: Зубаигермон,
10699,Карта: Дюрамон,
10700,Карта: Дюрандамон,
10701,Карта: Терьермон,
10702,Карта: Пекмон,
10703,Карта: Лорд Найтмон,
10704,Карта: ГрандЛокомон,
10705,Карта: Фалькомон,
10706,Карта: Хоукмон,
10707,Карта: Армадимон,
10708,Карта: Той Агумон,
10709,Карта: Сякомон,
10710,Карта: Гальгомон,
10711,Карта: Анкиломон,
10712,Карта: Греймон (Синий),
10713,Карта: Габумон (чёрный),
10714,Карта: Гарурумон (чёрный),
10715,Карта: ВерГарурумон (чёрный),
10716,Карта: Фладрамон,
10718,Карта: Найтмон,
10719,Карта: Кибердрамон,
10720,Карта: Сильфимон,
10721,Карта: Ятагарамон,
10722,Карта: Рэпидмон,
10723,Карта: Шаккумон,
10724,Карта: Брахимон,
10725,Карта: УльтимейтБрахимон,
10726,Карта: Вайзмон,
10727,Карта: КэнонБиимон,
10728,Карта: Солармон,
10729,Карта: Геремон,
10730,Карта: АйсДевимон,
10731,Карта: Андиромон,
10732,Карта: Империалдрамон: Режим дракона,
10733,Карта: Дианамон,
10734,Карта: Краниуммон,
10735,Карта: Херувимон (Добродетельный),
10737,Карта: Джастимон,
10738,Карта: Динасмон,
10739,Карта: Дуфтмон,
10740,Карта: Равемон,
10741,Карта: Сен Гальгомон,
10742,Карта: Лотусмон,
10743,Карта: Дуфтмон: Режим леопарда,
10744,Карта: Гайоумон,
10745,Карта: ТигерВеспамон,
10747,Карта: Минервамон,
10748,Карта: Мастемон,
10749,Карта: Джесмон,
10750,Карта: Лопмон,
10751,Карта: Рапидмон (Броня),
10752,Карта: ПлатинумСкамон,
10753,Карта: БлэкКингНумемон,
10754,Карта: Кудзухамон,
10755,Карта: Сорсеримон,
10756,Карта: Инсэкимон,
10757,Карта: Омегамон Цварт,
10758,Карта: Айсмон,
10759,Карта: Цучидарумон,
10760,Карта: Гардромон (золотой),
10766,Карта: Альфамон: Орюкен,
10767,Карта: Вакхмон: Режим опьянения,
10770,Карта: Танкдрамон,
10771,Карта: Даркдрамон,
10772,Карта: Хаосмон,
10773,Карта: Валькиримон,
10774,Карта: Херувимон (Порочный),
10775,Карта: Вельзевумон: Бласт-режим,
10776,Карта: Шайн Греймон: Взрывной режим,
10777,Карта: Мираж Гаогамон: Взрывной режим,
10778,Карта: Равемон: Взрывной режим,
10779,Карта: Роузмон: Взрывной режим,
10907,Карта: Шаркмон,
10908,Карта: СкулСидрамон,
10912,Карта: ЗомбиПлутомон,
10915,Карта: Титамон + СкаллБалучимон,
10920,Карта: Энбаррмон,
10921,Карта: Энбаррмон,
10844,Карта: Уккомон,
20001,Костер,
20002,Снеговик,
20003,Тотемный Столб,
20004,Фонтан,
20005,Генератор,
20006,Робот,
20007,Электрический Вентилятор,
20008,Замок из песка,
20009,Торшер,
20010,Гроб,
20011,Вулкан,
20012,Ледник,
20013,Хижина Ветряной мельницы,
20014,Фабрика,
20015,Солнце и Луна,
20100,Широколиственное Дерево 1,
20101,Широколиственное дерево 2,
20102,Широколиственное дерево 3,
20103,Скамейка,
20104,Указатель,
20105,Деревянный Забор,
20106,Кактус 1,
20107,Кактус 2,
20108,Кактус 3,
20109,Кактус 4,
20110,Кактус 5,
20111,Кактус 6,
20112,Кактус 7,
20113,Кактус 8,
20114,Пальма 1,
20115,Пальма 2,
20116,Пальма 3,
20300,Горная порода 1,
20301,Горная порода 2,
20500,Резервуар,
20502,Хвойное дерево 1,
20503,Хвойное дерево 2,
20504,Хвойное дерево 3,
20505,Иглу,
20506,Живая изгородь 1,
20507,Живая изгородь 2,
20508,Бочка,
20509,Горшок,
20510,Мусорное ведро 1,
20511,Мусорное ведро 2,
20512,Барабанная банка,
20513,Почтовый ящик 1,
20514,Почтовый ящик 2,
20515,Пожарный Гидрант,
20516,Мусорный контейнер,
20517,Дорожный Конус,
20518,Баррикада,
20519,Уличный фонарь,
20520,Сигнал светофора,
20521,Качели,
20522,Качели,
20523,Скольжение,
20524,Изогнутые Перекладины для Обезьян,
20525,Веселая карусель,
20526,Столик для пикника с зонтиком,
20527,Песочница,
20528,Питьевой Фонтанчик,
20532,Вигвам,
20533,Бутылка с Водой,
20534,Ведро для мусора,
20535,Банка Из-под молока,
20536,Минная Тележка,
20537,Вагон 1,
20538,Вагон 2,
20539,Резиновая лодка,
20540,Мороженое,
20541,Штабелированные шины,
20542,Вывеска Парикмахерской,
20543,Ветряная мельница,
20544,Стол и диван 1,
20545,Поезд,
20546,Стол и диван 2,
20547,Туалет с цветочным узором,
20548,Мясное Дерево,
20549,Мясное Поле,
20605,Плавучий Остров,
20606,Районный объект (Центральный город),
20607,Площадь объекта (Факториальная площадь),
20608,Площадь объекта (Область Бездны),
20609,Районный объект (Зубчатый лес),
20610,Районный объект (Дворец Хранителей),
20611,Область объекта (Темное поле),
20612,Площадь Объекта (Космическая Площадь),
20613,Героическая статуя (Кокувамон A &amp,
20614,Героическая статуя (Субмаримон),
20615,Героическая статуя (Дивермон),
20616,Героическая статуя (Сиренмон),
