string2 0,string 1
"536","Неиспользуемый текст"
"537","Неиспользуемый текст"
"538","Неиспользуемый текст"
"539","Неиспользуемый текст"
"540","Избавление от грусти (От Cyber Sleuth)"
"541","Неиспользуемый текст"
"542","Неиспользуемый текст"
"543","DIGIFARM (от Cyber Sleuth)"
"544","Добро пожаловать в это Замечательное пространство (От Cyber Sleuth)"
"545","Неиспользуемый текст"
"546","Неиспользуемый текст"
"547","Неиспользуемый текст"
"548","Что-то разрушающее (От Cyber Sleuth)"
"549","Неиспользуемый текст"
"550","Неиспользуемый текст"
"551","ЗАКЛЮЧИТЕЛЬНАЯ ФАЗА (От Cyber Sleuth)"
"552","Неиспользуемый текст"
"553","Неиспользуемый текст"
"554","Неиспользуемый текст"
"555","ПРОТИВОСТОЯТЬ ВРАГУ (Из Cyber Sleuth)"
"556","Неиспользуемый текст"
"557","Неиспользуемый текст"
"558","Неиспользуемый текст"
"559","Неиспользуемый текст"
"560","ДУХОВНЫЙ МАЛЬЧИК (Из Cyber Sleuth)"
"561","Неиспользуемый текст"
"562","Неиспользуемый текст"
"563","СООБЩЕНИЕ (От Кибер-сыщика)"
"564","По-НАСТОЯЩЕМУ Популярная девушка (Из Cyber Sleuth)"
"565","Неиспользуемый текст"
"566","Неиспользуемый текст"
"567","ГЛУБОКАЯ ЭМОЦИЯ (От Cyber Sleuth)"
"568","ХАКЕРСКАЯ ГОРДОСТЬ (От Cyber Sleuth)"
"569","Неиспользуемый текст"
"570","Эфемерная Колибри (от Cyber Sleuth)"
"571","Неиспользуемый текст"
"572","Неиспользуемый текст"
"573","Неиспользуемый текст"
"574","Неиспользуемый текст"
"575","Неиспользуемый текст"
"576","КОРОЛЕВСКИЕ РЫЦАРИ (Из Cyber Sleuth)"
"577","Неиспользуемый текст"
"578","Неиспользуемый текст"
"579","Ожидаемый Новый мир (От Cyber Sleuth)"
"580","Неиспользуемый текст"
"581","Переустановка (от Cyber Sleuth)"
"582","Я КИБЕР-СЫЩИК (Из воспоминаний хакера)"
"583","КИБЕР-ДУЭЛЬ (Из воспоминаний хакера)"
"584","ФУДИ (Из воспоминаний Хакера)"
"585","ЕДИНЫЙ РАЗУМ (Из воспоминаний хакера)"
"586","Неиспользуемый текст"
"587","Неиспользуемый текст"
"588","Неиспользуемый текст"
"589","Неиспользуемый текст"
"590","ДОСТОИНСТВО ХАКЕРА (Из воспоминаний хакера)"
"591","Неиспользуемый текст"
"592","Неиспользуемый текст"
"593","Неиспользуемый текст"
"594","Неиспользуемый текст"
"595","Неиспользуемый текст"
"596","ПОСЛЕДНЯЯ КИБЕРАТАКА (Из воспоминаний хакера)"
"597","ВОСПОМИНАНИЯ (Из памяти хакера)"
"598","КИБЕР-СЫЩИК (от Cyber Sleuth)"
"610","НАЧАЛО МИССИИ"
"720","Неиспользуемый текст"
"721","Неиспользуемый текст"
"722","Неиспользуемый текст"
"723","Неиспользуемый текст"
"724","Неиспользуемый текст"
"725","Неиспользуемый текст"
"726","Неиспользуемый текст"
"727","Неиспользуемый текст"
"728","Неиспользуемый текст"
"729","Неиспользуемый текст"
"730","Неиспользуемый текст"
"731","Неиспользуемый текст"
"732","Неиспользуемый текст"
"733","Неиспользуемый текст"
"734","Неиспользуемый текст"
"735","Неиспользуемый текст"
"736","Неиспользуемый текст"
"737","Неиспользуемый текст"
"738","Неиспользуемый текст"
"739","Неиспользуемый текст"
"740","Неиспользуемый текст"
"741","Неиспользуемый текст"
"742","Неиспользуемый текст"
"743","Неиспользуемый текст"
"744","Неиспользуемый текст"
"745","Неиспользуемый текст"
"746","Неиспользуемый текст"
"804","Большая Аномалия"
"805","Задействуйте Аномалии"
"806","Неиспользуемый текст"
"900","Город (Дневной свет)"
"901","Город (Вечерний)"
"902","Город (Ночной)"
"903","Опасность в городе (Дневной свет)"
"904","Опасность в городе (Вечер)"
"905","Опасность в городе (Ночью)"
"906","Секретная база"
"907","В глубины"
"908","В темноту"
"909","Неиспользуемый текст"
"911","ТЕМНЫЕ ВОДЫ"
"912","АКИБА"
"913","Пустынный Центральный город"
"915","Печаль воинов"
"916","Неиспользуемый текст"
"917","Дворец Хранителя"
"918","Дворец На Другой Стороне"
"919","Область Бездны"
"920","Область Темной Бездны"
"921","Зубчатый лес Черного Солнца"
"922","Тепло Космическое"
"923","Холодный Космический"
"924","Райский Колизей"
"925","Последний Колизей"
"926","Подземная Арена"
"927","Терпеть Аномалии"
"928","Битва в Илиаде"
"929","Ожесточенная битва в "" Илиаде """
"930","Посланник титанов"
"931","Неиспользуемый текст"
"932","Божества справедливости"
"933","ЭПИЧЕСКАЯ БИТВА"
"935","Маленькая Комедия"
"945","Последний Силуэт"
"950","Неиспользуемый текст"
"951","Неиспользуемый текст"
"952","Неиспользуемый текст"
