string2 0,string 1
38020,Возьмите текстуру Ржавого железа для Зудомона.
38030,Отведи их в Зудомон.
38040,
39010,Поговори с Зудомоном.
39020,Добудьте немного хромдигизоидного металла.
39030,Отнесите хромдигизоидный металл Зудомону.
40010,Поговори с Гаомоном.
40020,Поговорите с группой Габумона.
40030,Доложи Гаомону.
41010,Поговори с Хагурумоном.
41020,"Проверьте, как там Хагурумон, у входа в Центральную башню."
41030,Явись в Хагурумон.
42010,Поговори с Солармоном.
42020,Поговори с Солармоном на вершине башни.
42030,Найди перо Пэрротмона.
42040,Отдай перо Солармону.
43010,Поговори с Большим Медведем.
43020,Следуйте за братьями Бермон под землей.
43030,Победите подпольщиков Дигимонов.
43040,Соберите в таверне информацию о драгоценностях.
43050,Добудьте драгоценность ПлатинумНумемона.
43060,Отнеси драгоценности братьям Бермон.
44010,Соберите ДигиМясо x10.
45010,Разведайте путь на вершину Центральной башни.
46010,Иди к Меркуримон.
46020,"Выполните задание ""Древовидные новации""."
46021,"Выполните задание ""Уборка мусора""."
46022,"Выполните задание ""Тот парень""."
46023,"Выполните задание ""Рев мастера""."
46030,Доложи Меркуримону.
47010,Поговори с Танемоном.
47020,Сходи к Танемону в прошлое.
47030,Исследуйте дом.
47040,Поговори с Танемоном.
47050,В будущем отчитывайся перед Танемоном.
48010,Поговори с Кэтчмэмоном.
48020,Собери мусор.
48030,Поговори с Кэтчмэмоном.
49010,Поговори с Вергарурумоном.
49020,Расспроси о Гаогамоне.
49030,Расспроси о Гаогамоне.
49040,Доложи Оборотнюрумону.
50010,Поговори с Туруемоном.
50020,Найди Котемона.
50030,"Найдите кого-нибудь, кто будет сотрудничать."
50040,Иди к Котемону.
50050,Сходи к Тиранномону.
50060,Доложи Туруемону.
52010,Поговори со Скуллсатамоном.
52020,Выиграй первый выставочный бой.
52030,Выиграйте второй выставочный бой.
52040,Выиграйте третий выставочный бой.
52050,Выиграйте четвертый выставочный бой.
53010,Поговори со Скуллсатамоном.
53020,Выиграй первый выставочный бой.
53030,Выиграйте второй выставочный бой.
53040,Выиграйте третий выставочный бой.
53050,Выиграйте четвертый выставочный бой.
53060,Выиграйте пятый выставочный бой.
55010,Поговори с Минервамон.
55020,Поговори с Хироко Сагисакой.
55030,Посмотри фильм с Минервамон.
56010,Поговори с Минервамон.
56020,Возьмите с собой привлекательный Дигимон.
56030,Ищи Минервамон.
57010,Поговори с Минервамон.
57020,Сражайся с Минервамон.
59010,Поговори с Коронамоном.
59020,Поищи холодильник.
59030,Доставьте охладитель в Блимпмон.
59040,Доложи Коронамону.
60010,Поговори с Лунамон.
60020,Поищите дом с обогревателем.
60030,Возьмите обратно обогреватель.
60040,Доставьте обогреватель в Блимпмон.
61010,Поговори с Аполломоном.
61020,Выиграй карточную игру Аполломона.
61030,Поговори с Аполломоном.
61040,Расскажи Аполломону о подземной арене.
61050,Выиграй карточную игру Аполломона.
62010,Поговори с Дианамон.
62020,Поговори с Дианамон в Сабнейд.
63010,Поговори с Коронамоном.
63020,Поиграйте в карточную игру с Коронамоном.
63030,Поговори с Лунамон.
63040,Поиграй в карточную игру с Лунамон.
70010,Поговори с Юномон.
70020,Поговори с Чумоном.
70030,Ищи Скамона.
70040,Доложите Юномон.
71010,Поговори с Юномон.
71020,Иди к Хироко.
71030,Сходи к предсказателю.
71040,Ищите потерянного дигимона.
71050,Доложите Юномон.
72010,Поговори с Хироко Сагисакой.
72020,Попросите предсказателя прочитать вашу судьбу.
72030,Поищите потерянного дигимона под мостом в Синдзюку.
72040,Попросите предсказателя прочитать вашу судьбу.
72050,Поищите потерянного дигимона у экрана «АльтаВижн».
72060,Попросите предсказателя прочитать вашу судьбу.
72070,Ищите потерянного дигимона у Восточных ворот.
72080,Попросите предсказателя прочитать вашу судьбу.
72090,Поищите потерянного дигимона в чёрной коробке.
73010,Поговорите с предсказателем.
73020,Ищите потерянного дигимона.
73030,Победите бродячего Дигимона.
73040,Доложите о пропаже Дигимону.
74010,Поговори с Хокмоном.
74020,Победите бродячего Дигимона.
77010,Поговори с охранником.
77020,Ищите Лоадер Лиомон.
78010,Поговори с Андромоном.
78020,Получают большое количество металла.
78030,Дайте Андромону Большое количество Металла.
78040,Поговорите с отремонтированным Дирижаблем.
82010,Поговори с Вулканусмоном.
82020,Получите информацию в магазине моделей в Акихабаре.
82030,Купите фигурку героя.
82040,Принесите фигурку Вулканусмону.
83010,Поговори с Вулканусмоном.
83020,Помогите Вулканусмону.
83030,Отнесите фэнзин в Дораноана.
84010,Поговори с Зудомоном.
84020,Примите просьбу Зудомона.
84030,Ищите вулканического монстра.
84040,Купите фигурку у Вулканусмон. Примечание: Не используйте.
87010,Поговори с королем Драсилом.
87020,Призовите Королевских рыцарей в Центральную башню.
87030,Доложи королю Драсилу.
88010,Поговори с Куньлунем.
88020,Ищите помощников из Шамбалы.
88030,"Разгадайте ""Забывчивых помощников""."
88040,"Разгадайте ""Героя Сусаномона""."
88050,Отправляйся в Куньлунь.
89010,Поговори с Котемоном.
89020,Сразитесь с трио Котемона.
89030,Поговори с Занбамоном.
89040,Сражайся с Сусаномоном.
89050,Поговори с Сусаномоном.
90010,Отправляйтесь в глухой переулок в Акихабаре.
90020,Помоги Агумону.
90030,Ищите Габумон.
91010,Поговорите с Обучающимся Дигимоном.
91020,Начните расследование с Агумона.
91030,Поищите пропавшего Во время Обучения Дигимона.
92010,Поговори с Краниуммоном.
92020,Поговори с Краниуммоном в кафе.
92030,Поговори с Краниуммоном в Метро.
92040,Отправляйтесь на Темное поле вместе с Краниуммоном.
92050,Сходи к Плутомону.
93010,Поговори с Краниуммоном.
93020,Победите Энбаррмона.
93030,Направляйтесь в тронный зал.
94010,Поговори с Бакемоном.
94020,"Иди проверь, как там Плутомон."
94030,Доложите Бакемону.
98010,Поговорите с Агумоном в Центральной башне.
99010,Поговори с Галлантоном.
99020,Почини щит Галантмона.
100010,Поговори с Вимоном.
100020,Поговори с Вимоном в метро.
100030,Поговори с Вимоном в метро.
100040,Помогите Веемону собрать монеты.
101010,Поговори с Магнамон.
101020,Получите разрешение починить Дигиментал.
101030,Доложи Магнамону.
101040,Исправьте Дигиментал.
101050,Сходи за хромдигизоидным металлом.
102010,Поговори с Ульфорсеведрамоном.
102020,Поговори с Нептунемоном.
102030,Сражайся с Нептунемоном.
102040,Встреться с Ульфорсеведрамоном.
103010,Поговори с Хироко Сагисакой.
103020,Отправляйтесь на театральную площадь в Синдзюку.
103030,Сражайтесь с Династией.
104010,Поговори с Асуной Широки.
104020,Встретьтесь с доктором Симмонсом и Асуной в Акихабаре.
104030,Подождите перед рестораном рамен.
105010,Поговори с Динамоном.
105020,Ищите лорда Найтмона в Акихабаре.
105030,Победите рыцаря в глубинах измерения.
106010,Поговори с лордом Найтмоном.
106020,Ищите Градемон.
106030,"Скажи лорду Найтмону, где найти Градемона."
106040,Следуйте за лордом Найтоном в Райский колизей.
106050,Сразись с лордом Найтмоном.
108010,Поговори с Экзамоном.
109010,Поговори с Лаламоном.
109020,Победите неистового Дигимона в Шестеренчатом лесу.
111010,Поговори с Ганкомоном.
111020,"Скажи Джесмону, что Ганкумон ждет."
111030,Явись в Ганкумон.
111040,Сражайся с Ганкомоном.
112010,Поговори с Джесмоном.
113010,Поговори с Ганкомоном.
113020,Отправляйтесь в Промежуток Между Ними.
114010,Поговорите с владельцем таверны.
116010,Устройте с ребенком карточную битву в театре.
146010,Поговори с Асуной Широки в Акихабаре.
146020,Исследуйте Внешнее подземелье в закоулках Акихабары.
147010,Поговори с Хироко Сагисакой.
147020,Подождите клиентку.
147030,Прогуляйтесь по парку в Выбранном детьми наряде.
148010,Поговори с Агумоном и Гатомоном.
148020,Поговорите с Агумоном и Гатомоном в костюме Дигимона.
148030,Поговори с Патамоном.
148031,Поговори с Палмоном.
148040,Поговори с Агумоном и Гатомоном.
149010,Поговори с Хироко Сагисакой.
149020,"Поговорите с Хироко Сагисакой, надев кибер-костюм."
149030,Ищите удостоверение личности напротив Площадь Вижн.
149040,Возьмите награду со скамейки в парке.
150010,Поговори с Ванямоном.
150020,Поговори с Ванямоном в купальнике.
151010,Поговори с Пегасоммоном.
151020,Отправляйтесь в переулок с Пегасоммоном.
152010,Поговори с Пегасоммоном.
152020,Передайте цифровое яйцо Искренности Пегасмон.
152030,Передайте Цифровое яйцо Света Пегасу Мону.
152040,Передай Цифровое яйцо Дружбы Пегасумону.
152050,Передай Цифровое яйцо Судьбы Пегасумону.
152060,Передайте Цифровое яйцо Мужества Пегасумону.
152070,Поговори с Пегасоммоном.
153010,Поговори с Бердрамоном.
153020,Победите первого сильного Дигимона.
153030,Победите второго сильного Дигимона.
153040,Поговори с Бердрамоном.
154010,Поговори с Мирей.
154020,Победите Дигимона в состоянии между Яростью и Ненавистью.
154030,Победите Дигимона в промежутке между Разбитыми Часами.
154040,Поговори с Мирей.
154050,Поищи предсказателя.
154060,Вернитесь в Промежуточный театр.
156010,Поговори с Хироко Сагисакой.
156020,Отправляйтесь к ячейкам для хранения монет на линии Марунонака.
156030,Направляйтесь к Стене Надежды.
157010,Поговорите с доктором Симмонсом.
157020,
157030,
157040,
157050,
158010,
158020,
158030,
158040,
158050,
159010,Сходи к Зубагермону.
159020,Поговорите с Зубагермоном в футболке Дигимон.
159030,Следуйте за Дурамоном в Райский колизей.
160010,Поговори с Марсмоном.
160020,Поговорите с Марсмоном на подземной арене Синдзюку.
160030,Поговорите с Марсмоном в метро.
161010,Поговори с Фугамоном.
161020,Разрушьте стену.
161030,Победите охранника и получите ключ от камеры.
161040,"Используйте ключ, чтобы отпереть клетки."
162010,Сходи к Карточному Королю.
162020,Победите Карточного короля.
162030,Победите истинного карточного короля.
163010,Поговори с Мирей.
163020,Победите Апокалимона в Промежуточном сражении.
164010,Поговори с Мирей.
164020,Победите Миллениуммона в Промежутке.
165010,Поговори с Мирей.
165020,Победите Диабломона в Промежуточном периоде.
166010,Поговори с Мирей.
166020,Победите Армагеддемона в промежутке.
167010,Поговори с Минервамон.
167020,Отправляйтесь на станцию в районе Фактории.
167030,Иди к Вельземону.
167040,Достаньте детали пистолета.
167050,Приобретите запчасти для мотоцикла.
167060,Придайте Вельземону текстуру одного кусочка Железа.
167070,Победите Вельземона: режим взрыва.
168010,Поговори с Кокувамоном.
168020,Продайте топаз (TBD) Кокувамону.
169010,Поговори с Хироко Сагисакой.
169020,Ищите Хироко Сагисаку в переулке Синдзюку.
169030,Помогите Хироко Сагисаке во Внешнем Подземелье.
170010,Поговори с Хироко Сагисакой.
170020,Перенесите Норио на восемь лет назад.
170030,Отчитайся перед Хироко Сагисакой.
170040,Поговори с Мирей.
170050,Отчитайся перед Хироко Сагисакой.
171010,Поговори с Хироко Сагисакой.
171020,Исследуйте парк Синдзюку восемь лет назад.
171030,Ищите доктора Симмонса в метро.
171040,Ищите доктора Симмонса в переулке Синдзюку.
171050,Поговорите с нынешним Кинширо.
172010,Поговори с Дивермоном.
172020,Сходи к Субмаримону.
172030,Отправляйтесь в подозрительное место вместе с Субмаримоном.
173010,Поговори с морским ангелом.
173020,Набери немного морской воды.
173030,Дайте морской воде остыть.
173040,Следуйте за морским ангелом.
173050,"Иди проверь, как там Морской Ангелочек."
176010,Поговорите с Рапидмоном и Фараомоном.
176020,Сразитесь с Рапидмоном и Фараомоном.
177010,
178010,Идите в VIP-зал.
179010,Поговорите с продавцом в кафе.
179020,Поговорите с клиентом в туалете.
179030,Покиньте кофейню.
180010,Сходи к начинающему косплееру.
180020,Сходи к косплеерам.
181010,
182010,
183010,Поговори с Пунимоном.
183020,Используйте ДигиАтаку {r2} на Черримоне.
183030,Поговори с Сиренмон.
184010,
200010,Соберите все прозвища Хироко Сагисаки.
200020,Ждите ответа от Хироко Сагисаки.
201010,Соберите все частички души Этемона.
201020,Ждите ответа от Этемона.
202010,Победите разбежавшихся Курамонов и соберите все Сбросы Ядер доктора Куги.
202020,Ждите ответа от доктора Симмонса.
208010,Поговори с Сусаномоном.
208020,Победите Сусаномона.
208030,Поговори с Сусаномоном.
211010,Поговори с Агумоном.
211020,Расскажи Агумону об арене.
216010,Поговори с Мирей.
217010,Поговори с Минервамон.
300010,Участвуйте в новом турнире.
300020,Выиграйте Величайший карнавал ОМНИ.
300030,Сражайся с Марсмоном.
500010,Поднимитесь на лифте в Промежуточном театре.
900000,"Выживи, пока не истечет время."
900001,Победите врагов одной атакой и получите ключ для взлома.
900002,Победите трех самых сильных врагов.
900003,"Будьте первым, кто преодолеет два круга дистанции."
900004,"Будьте первым, кто преодолеет три круга дистанции."
900005,Победите босса в конце.
900006,Победите всех врагов.
900007,Победите сбежавшего Дигимона.
900008,Направляйтесь к цели.
900009,Победите Апокалимона.
900010,Победите Агумона (Узы Храбрости).
900011,Победите Габумона (Узы дружбы).
900012,Победите Империалдрамона ДМ.
900013,"Зарабатывай столько опыта, сколько захочешь."
900014,"Зарабатывай столько иен, сколько захочешь."
900015,"Заработайте столько материалов, сколько захотите."
910000,Отряд разбит.
910001,Время вышло.
910002,Сражайтесь с врагом.
910003,Враги достигают линии обороны.
910004,Лаламон достигает цели первой.
910005,Витчмон первой добирается до цели.
910006,Вингдрамон достигает цели первым.
910007,МагнаГарурумон достигает цели первым.
999999,
