string2 0,string 1
80070,"Отправляйтесь дальше, чтобы помочь детям."
80080,"Иди проверь, как там Эгиомон."
80090,Поговори с Инори Мисоно в гостиной.
80100,Поднимись на крышу.
90010,Иди в гостиную.
90020,Отправляйтесь в Кабукичо в Синдзюку.
90025,Проталкивайтесь сквозь толпу к выходу.
90030,"Считай, что на сегодня хватит."
100010,Следуйте за Эгиомоном в гостиную.
100020,Направляйтесь к автомобилю общественной безопасности в парке Синдзюку.
100025,Направляйтесь в участок.
100030,Найдите доктора Симмонса в Акихабаре.
100031,Спросите о докторе Симмонсе на улице перед вокзалом Акихабара. (Необязательно)
100035,Ищите доктора Симмонса в переулках Акихабары.
100040,Поговорите с офицером общественной безопасности на станции Синдзюку.
100050,"Поговорите с сотрудником службы общественной безопасности, находящимся перед устройством."
100060,Восстановите переключатель активации устройства.
100070,Поймайте БлэкГатомона.
100080,Восстановите переключатель активации устройства.
100090,Доложите доктору Симмонсу.
110010,Отдохни на чердаке.
110020,Иди в гостиную.
110030,Ищите темную тень на станции Синдзюку.
110040,Преследуй темную тень.
120010,Найди выход.
120020,Исследуйте и собирайте информацию. (1/4)
120030,Исследуйте и собирайте информацию. (2/4)
120040,Исследуйте и собирайте информацию. (3/4)
120050,Исследуйте и собирайте информацию. (4/4)
120060,Встреться с Меркуримоном в таверне.
120070,Покиньте таверну.
120080,Направляйся к дому Минервамон.
120090,Уходи из дома.
120100,Поговори с Лунамон.
130010,Верните Коронамона и братьев Беармон.
140010,Иди к Меркуримон.
140020,Направляйтесь к Центральной башне.
140030,Поднимитесь на Центральную башню.
150010,Иди к Меркуримон.
150020,Перейдите к местоположению Блимпмона.
150025,Оседлайте Блимпмона на территории Фабрики.
150030,Поговорите с Охранником (Золотой).
150040,Поговори с Кокувамоном.
150050,Купите предохранитель у бродячего торговца.
150060,Доложи обо всем Кокувамону.
150065,Шокируй Кокувамона.
150070,Откройте переборку.
150080,Иди внутрь.
150090,Найди Кокувамона Б.
150095,Передвиньте кран.
150100,Помоги Дигимону.
150105,Уничтожьте обломки.
150110,"Помогите Дигимонам, которые остались позади."
150120,Доложи обо всем Дигимону снаружи.
150130,Сбегите.
150140,Отчитаться перед Кокувамоном А.
150150,Отправляйтесь в покои Вулканусмона.
150160,Явитесь к Стражнику (Золото).
150170,Доложи Меркуримону.
150180,Отправляйтесь в храм Юномона.
160010,Добейтесь аудиенции у Юномон.
170010,Отправляйтесь в район Бездны.
170020,Отправляйтесь в деревню.
170030,Соберите информацию в деревне.
170040,Направляйся к дому Шелмона.
170045,Направляйтесь в бухту.
170047,Победите Сякомона и получите ингредиенты для лекарства.
170050,Найди разговорчивого Камемона.
170055,Помогите разговорчивому Камемону.
170060,Передайте ингредиенты для приготовления лекарства Шеллмону.
170070,Отправляйтесь в деревню.
170080,Ищите выживших.
170090,Доложите Шеллмону.
170100,Отправляйтесь на дно океана.
170110,Познакомься с Шаркмоном.
170120,Иди и найди Субмаримона.
170125,Дождитесь Дивермона.
170130,Возвращайтесь к Шелмон.
170140,Доложите Юномон.
180010,Отправляйтесь в лес Зубчатых колес.
180020,Отправляйтесь в деревню Шестерёнчатый Лес.
180030,Удалите мешающий плющ.
180040,Отправляйтесь в деревню Шестерёнчатый Лес.
180050,Поговори с Бахусмоном.
180060,Направляйтесь в святилище.
180070,Исследуйте местность с помощью Анализа.
180080,Направляйтесь в святилище.
180090,Доложите Юномон.
190005,Отправляйтесь в храм Юномон.
190010,Победите титанов и направляйтесь к первой машине.
190020,Удалите ГранКувагамон с помощью ДигиАтаки.
190030,Направляйтесь в тронный зал.
200010,Направляйтесь в сторону Ниси-Синдзюку.
200020,Выходите из метро на перекресток Overbridge.
210010,Доставьте аккумулятор в специальное устройство.
210020,Ищите женщину из службы общественной безопасности в метро.
210030,Используйте панель управления для слива воды.
210040,Поговори с Асуной Широки.
210050,Включите генератор электромагнитной сети.
210060,Отправляйтесь на базу в Хигаси-Синдзюку.
210070,Вернитесь в южный блок подземного хода.
210080,Сходи в парк Синдзюку.
210090,Направляйтесь к зданию правительства.
220010,Проверьте ситуацию в этом районе.
230010,Возвращайтесь в дом Мисоно.
235010,Сбежать из лаборатории.
235020,Сходи к доктору Симмонсу.
235030,Встреться с Меркуримоном.
240010,Поезжай в Сентрал-Таун.
250010,Собирайте информацию.
250020,Встреться с Шелмоном.
260010,Встреться с Шелмоном.
260020,Доставьте вино в качестве мирного подношения.
260030,Доложите Венусмону.
260040,Покиньте Промежуточный театр.
280010,Собирайте информацию.
280020,Поговори с Венусмоном.
280030,Правление Вамона.
280040,Спешите к Нептунемону.
285010,Покиньте Промежуточный театр.
285020,Поговори с Венусмоном.
285030,Спеши в Меркуримон.
290010,Отправляйтесь в деревню Гир Форест.
290020,Найди Бахусмона.
290030,Войдите в театр.
300010,Отправляйтесь в деревню Гир Форест.
300020,Найди Бахусмона.
300030,Вырвитесь из Мира Грез.
300040,Направляйтесь в святилище.
300050,Покиньте Промежуточный театр.
300060,Наслаждайтесь праздником.
310010,Доложи Меркуримону.
310020,Отправляйтесь в Фабричный город.
310025,Изучите ситуацию в Фабричном городке.
310030,Возвращайся в Повстанческую деревню.
310035,Спроси Чумона о Беармоне.
310040,Иди и найди Бирмона на Подземной арене Синдзюку.
310050,Поговорите с администратором подземной арены Синдзюку.
310060,Выиграй первый бой.
310061,Выиграй второй бой.
310062,Выиграй третий бой.
310063,Выиграй четвертый бой.
310064,"Победите Граплеомона, чемпиона SDGP."
310070,Поговори с Граплеомоном.
310080,Иди к Хироко.
310090,Встретьтесь с Граплеомоном в деревне Восстания.
310100,Гоняйся за Граплеомоном.
310110,Отправляйтесь в театр.
320010,Отправляйтесь в Райский колизей в Фабричном городке.
320020,Поговорите с Дигимоном в вестибюле.
320030,Выиграй первый бой.
320040,Выиграй второй бой.
320050,Выиграй третий бой.
320060,Выиграй четвертый бой.
330010,Спросите Меркуримон о текущей ситуации в Деревне Восстания.
330020,Поговорите с доктором Симмонсом.
340010,Отправляйся в лабораторию.
340020,Предотвратите активацию гигантского оружия.
340030,Остановите Ад Синдзюку.
340031,Поднимитесь на крышу правительственного здания.
340032,Найдите маршрут к зданию правительства.
340033,Убирайся из района Дигимон.
340040,Покиньте Промежуточный театр.
350010,Отправляйтесь в театр.
350020,Покиньте Промежуточный театр.
350030,Спроси Меркуримон о ситуации.
350035,Поезжай в Сентрал-Таун.
350040,Следуйте за Меркуримоном.
350043,Направляйтесь к лестнице на главной улице.
350045,Иди к Меркуримон.
350050,Покиньте Промежуточный театр.
350055,Выходите на улицу.
350060,Поговори с Меркуримон.
360010,Направляйтесь к Темному Полю.
360015,Познакомься с Плутомоном.
360020,Спеши на Плутомон.
360030,Покиньте Промежуточный театр.
360040,Доложи Меркуримону.
360060,Поговорите с доктором Симмонсом.
370010,Познакомьтесь с Коронамон и Лунамон.
370020,Встреться с Аполломоном.
380010,Отправляйтесь в храм Юномона.
380020,Отправляйтесь в подземелье храма Юномона.
390010,Отправляйтесь в деревню Восстания.
390020,Отправляйтесь в подземную лабораторию вместе с доктором Симмонсом.
390030,Отправляйтесь в Исследовательский отдел.
390040,Идите в комнату охраны.
390045,Проверьте камеры наблюдения.
390050,Идите в серверную.
390055,Проверьте терминал регистрации идентификаторов.
390060,Обыщите комнаты на предмет удостоверения личности.
390070,Изучите доски.
390080,Выполните поиск нужного файла.
390090,Получите запоминающее устройство.
390100,Вернитесь к доктору Симмонсу.
390110,Перейдите в раздел B.
390120,Отправляйтесь в лабораторию.
390125,Покиньте Исследовательский отдел.
390130,Идите к зданию правительства.
390140,Покиньте Промежуточный театр.
390150,Спасите Вулканусмона.
390160,Побег с Вулканусмоном.
390170,Покиньте Промежуточный театр.
400010,Иди встреться с доктором Симмонсом.
400020,Отправляйтесь в Космическую Зону.
400030,Нажмите на выключатель.
400040,Иди и встреться с Аполломоном.
400050,Сходи за Холодным Семенем.
400060,Прижмите тепловую затравку к замороженным зубчатым колесам.
400070,Сходи за Холодным Семенем.
400080,Охладите семена на стене огня.
400090,Иди к Аполломону.
400100,Следуйте за Аполломоном.
410010,Иди встреться с Юномон.
410020,Ищи Минервамон.
410030,Найди Гамма-устройство.
410040,Идите к западному проходу.
410050,Поверните переключатель на устройстве Alpha.
410060,Переключите переключатель на бета-версии устройства.
410070,Используйте гамма-прибор.
410080,Найди способ сбежать.
410090,Вырваться из лабиринта.
410100,Направляйся к камере Минервамон.
410110,Спуститесь в тюремную камеру внизу.
410115,Приведите в действие выключатель.
410120,Спасите Минервамон.
410130,Узнайте истинные намерения Юномон.
410140,Покиньте Промежуточный театр.
420010,"Направляйтесь к зданию правительства, чтобы остановить оружие."
420020,
440010,Перейдите в Хрономон.
440013,Поговори с Бийомоном.
440015,Отправляйся в Плутомон.
440020,Поговори с Гекомоном.
440023,Отправляйся на тот свет вместе с Гекомоном.
440025,Отправься на тот свет вместе с Пегасоммоном.
440030,Сбейте красный фрукт.
440035,Сходи за красными фруктами.
440040,Доставьте красные фрукты Бахусмону. * Не используются.
440050,Сбейте синий фрукт.
440055,Сходи за синими фруктами.
440060,Перенесите фрукты в безопасное место.
440070,Измельчите зеленые фрукты. * Не используется
440073,Бросьте зеленые фрукты в улей. * Не используется
440075,Возьмите зеленый фрукт. * Не используется.
440080,Доставьте зеленые фрукты Бахусмону. * Не используются.
440090,Сбейте фиолетовый фрукт.
440095,Сходи за фиолетовым фруктом.
440100,Доставьте фиолетовый фрукт Бахусмону. * Не используется.
440110,"Отправляйтесь в другой мир на борту ""Вамона""."
440120,Отправляйся в Венусмон.
440121,Поговори с разговорчивым Камемоном.
440122,Расчистите путь с помощью цифровой атаки.
440123,Найдите раненого Дигимона.
440124,Иди навстречу Субмаримону.
440125,"Переправляйтесь на другую сторону, побеждая врага."
440126,Отправляйся к следующему спасателю.
440127,Помогите Нептунемону.
440130,"Отправляйтесь в другой мир, воспользовавшись вратами."
440140,Извлеките Специальную батарейку.
440143,Извлеките Специальную батарею B.
440145,Отнесите аккумулятор Вулканусмон.
440148,Двигайтесь к воротам Юномон.
440150,Защити Дайанамон и Аполломона.
440160,"Отправляйтесь в другой мир, воспользовавшись вратами."
440165,Сбежать из этого пространства.
440170,Приступайте к финальной битве.
440180,Поговорите с Венусмоном и Нептунемоном. * Не используется
440190,Поговорите с Аполломоном и Марсмоном. * Не используется
440200,Поговорите с Минервамон и Дианоймон. * Не используется
440210,Поговорите с Вулканусмоном и Меркуримоном. * Не используется
440220,Поговорите с Церемоном и Бахусмоном. * Не используется
440230,Победите Хрономона.
9999010,Играйте свободно. * Не используется
