string2 0,string 1
tutorial_title_EvolutionTechnique_02,Метод декодирования 2: Точки соединения
tutorial_title_ActionOrder_01,Порядок хода
tutorial_title_WeakPointAttack_01,Атаки на слабые места
tutorial_title_SpecialSkills_01,Специальные навыки
tutorial_title_FusionSkills_01,Навыки джогресс-эволюции
tutorial_title_SurpriseAttack_01,Упреждающие удары противника
tutorial_title_BattleCommand_01,Атака (команда боя)
tutorial_title_BattleCommand_02,Навык (команда боя)
tutorial_title_BattleCommand_03,Предмет (команда боя)
tutorial_title_BattleCommand_04,Смена (команда боя)
tutorial_title_BattleCommand_05,Просмотр информации о союзнике (команда боя)
tutorial_title_SkillDisc_01,Диски с навыками
tutorial_title_Items_01,Инвентарь
tutorial_title_BuffDebuff_01,Баффы/дебаффы
tutorial_title_AbnormalStatus_01,Аномалии состояния
tutorial_title_AbnormalStatus_02,Реверс (Изменение состояния)
tutorial_title_AbnormalStatus_03,Травма (изменение статуса)
tutorial_title_AbnormalStatus_04,Болезнь (изменение статуса)
tutorial_title_AbnormalStatus_05,Храбрый (Изменение статуса)
tutorial_title_AbnormalStatus_06,Сильный (Изменение статуса)
tutorial_title_AbnormalStatus_07,Мужество (Изменение статуса)
tutorial_title_RushOut_01,Неожиданные встречи
tutorial_title_Accumulation_01,Метод цифровой трансформации 2: Совокупная статистика
tutorial_title_EvolutionTechnique_03,Метод декодирования 3: Кумулятивное значение
tutorial_title_AbnormalStatus_08,Типы и последствия Аномалий состояния
tutorial_title_AbnormalStatus_09,Насмешка (Изменение статуса)
