severity,category,package,file,row_id,line,speaker,detail,current_translation,source_game_text01
2,latin_mixed,addcont_02_text01,text/digimon_profile_dlc02.mbe/000_Sheet1.csv,digimon_0488_profile,7,,"Bats, Black, GAKU-RAN, Golden, Hickeys","Один из немногих носителей титула «Банчо», этот
рыцарственный и сострадательный дигимон отлично дерётся,
несмотря на малый рост. БанчоМамемон живёт независимо,
игнорируя законы Цифрового мира. Он помогает дигимонам,
которые, как и он сам, оказались отрезаны от мира, и даже
создал объединение «Маме-мон Рэнго», где они живут вместе.
Но идти против мирового порядка непросто: под предлогом
реорганизации ему бесчисленное число раз приходилось
сражаться с дигимонами, следующими правилам. И всё же он
посвящает Маме-мон Рэнго все силы. Титул «Банчо» он получил
за то, что отражал врагов, не потеряв ни одного товарища,
какой бы тяжёлой ни была ситуация. Как БанчоЛеомон, он
носит GAKU-RAN, защищающий от физических ударов, но почти
всегда отдаёт эту защиту товарищам. Его особые приёмы —
«Золотой натиск» с любимыми дубинками Golden Bats,
«Сэнбон Доккан», выбивающий братские Black Hickeys из
этих дубинок, и «Буккоми Отокодама», рывок вперёд на
тюремных цепях, свисающих с тела.","Один из немногих носителей титула «Банчо», этот
рыцарственный и сострадательный дигимон отлично дерётся,
несмотря на малый рост. БанчоМамемон живёт независимо,
игнорируя законы Цифрового мира. Он помогает дигимонам,
которые, как и он сам, оказались отрезаны от мира, и даже
создал объединение «Маме-мон Рэнго», где они живут вместе.
Но идти против мирового порядка непросто: под предлогом
реорганизации ему бесчисленное число раз приходилось
сражаться с дигимонами, следующими правилам. И всё же он
посвящает Маме-мон Рэнго все силы. Титул «Банчо» он получил
за то, что отражал врагов, не потеряв ни одного товарища,
какой бы тяжёлой ни была ситуация. Как БанчоЛеомон, он
носит GAKU-RAN, защищающий от физических ударов, но почти
всегда отдаёт эту защиту товарищам. Его особые приёмы —
«Золотой натиск» с любимыми дубинками Golden Bats,
«Сэнбон Доккан», выбивающий братские Black Hickeys из
этих дубинок, и «Буккоми Отокодама», рывок вперёд на
тюремных цепях, свисающих с тела."
2,latin_mixed,addcont_02_text01,text/item_name_dlc02.mbe/000_Sheet1.csv,41002,3,,EX,Бустер пробуждения таланта EX: 02,Бустер пробуждения таланта EX: 02
2,latin_mixed,addcont_02_text01,text/item_ruby_dlc02.mbe/000_Sheet1.csv,41002,3,,EX,Бустер пробуждения таланта EX: 02,Бустер пробуждения таланта EX: 02
2,latin_mixed,addcont_03_text01,message/d310.mbe/000_Sheet1.csv,d310_060_130,77,char_DORUMON,X-,Омегамон и я — двое из этих Дигимонов с X-антителами.,Омегамон и я — двое из этих Дигимонов с X-антителами.
2,latin_mixed,addcont_03_text01,message/d310.mbe/000_Sheet1.csv,d310_060_170,81,char_SIMMONS,X-,"Я понимаю. Итак, по сути, вас разделили на практические и
идеологические разногласия относительно этой X-программы.","Я понимаю. Итак, по сути, вас разделили на практические и
идеологические разногласия относительно этой X-программы."
2,latin_mixed,addcont_03_text01,message/d320.mbe/000_Sheet1.csv,d320_030_070,57,char_KUZUHAMON,X-,"Д-Ты, там! Сдайте свои X-антитела!","Д-Ты, там! Сдайте свои X-антитела!"
2,latin_mixed,addcont_03_text01,message/d320.mbe/000_Sheet1.csv,d320_040_030,63,char_MAGNAMON_X,X-,"Кажется, их X-антитела являются скорее внешними, чем внутренними.","Кажется, их X-антитела являются скорее внешними, чем внутренними."
2,latin_mixed,addcont_03_text01,message/d320.mbe/000_Sheet1.csv,d320_040_040,64,char_SIMMONS,X-,"Внешний? Итак, существуют разные типы X-антител?","Внешний? Итак, существуют разные типы X-антител?"
2,latin_mixed,addcont_03_text01,message/d320.mbe/000_Sheet1.csv,d320_040_200,80,char_OMEGAMON-X,X-,"Хм... Я чувствую чужое присутствие. Похоже, поблизости есть
и другие дигимоны, охотящиеся за X-антителом.","Хм... Я чувствую чужое присутствие. Похоже, поблизости есть
и другие дигимоны, охотящиеся за X-антителом."
2,latin_mixed,addcont_03_text01,message/digimon_chat_dlc03.mbe/000_Sheet1.csv,omex_001_2_reaction_char_OMEGAMON-X,6,,"Omega, inForce","Невероятная сила Omega inForce
позволяет мне мгновенно предсказывать будущее.","Невероятная сила Omega inForce
позволяет мне мгновенно предсказывать будущее."
2,latin_mixed,addcont_03_text01,message/digimon_chat_dlc03.mbe/000_Sheet1.csv,omex_001_3_reaction_char_OMEGAMON-X,8,,"Omega, inForce","Omega inForce принадлежит мне и только мне.
Человек никогда не сможет владеть такой силой.","Omega inForce принадлежит мне и только мне.
Человек никогда не сможет владеть такой силой."
2,latin_mixed,addcont_03_text01,message/dlcep003_field.mbe/000_Sheet1.csv,dlc003_0090_0020,36,char_JESMON_X,X-,{next}[Сделать Джесмона (X-антитело) (Данные) союзником.],{next}[Сделать Джесмона (X-антитело) (Данные) союзником.]
2,latin_mixed,addcont_03_text01,message/dlcep003_field.mbe/000_Sheet1.csv,dlc003_0100_0020,41,char_DUKEMON_X,X-,{next}[Сделать Дюкмон (X-антитело) (Вирус) союзником.],{next}[Сделать Дюкмон (X-антитело) (Вирус) союзником.]
2,latin_mixed,addcont_03_text01,message/dlcep003_field.mbe/000_Sheet1.csv,dlc003_0110_0020,46,char_ULFORCEVDRAMON_X,"V-, X-",{next}[Сделать УльфорсV-драмон (X-антитело) (Вакцина) союзником.],{next}[Сделать УльфорсV-драмон (X-антитело) (Вакцина) союзником.]
2,latin_mixed,addcont_03_text01,message/dlcep003_field.mbe/000_Sheet1.csv,dlc003_0120_0020,51,char_MAGNAMON_X,X-,{next}[Сделать Магнамона (X-антитело) (Вакцина) союзником.],{next}[Сделать Магнамона (X-антитело) (Вакцина) союзником.]
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_DUKEMON_X,4,,X-,Дюкмон (X-антитело),Дюкмон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_DUKEMON_X_BIG,5,,X-,Дюкмон (X-антитело),Дюкмон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_JESMON_X,12,,X-,Джесмон (X-антитело),Джесмон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_JESMON_X_BIG,13,,X-,Джесмон (X-антитело),Джесмон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_MAGNAMON_X,8,,X-,Магнамон (X-антитело),Магнамон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_MAGNAMON_X_BIG,9,,X-,Магнамон (X-антитело),Магнамон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_OMEGAMON-X,2,,X-,Омегамон (X-антитело),Омегамон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_OMEGAMON-X_BIG,3,,X-,Омегамон (X-антитело),Омегамон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_ULFORCEVDRAMON_X,6,,"V-, X-",УльфорсV-драмон (X-антитело),УльфорсV-драмон (X-антитело)
2,latin_mixed,addcont_03_text01,text/char_name_dlc03.mbe/000_Sheet1.csv,char_ULFORCEVDRAMON_X_BIG,7,,"V-, X-",УльфорсV-драмон (X-антитело),УльфорсV-драмон (X-антитело)
2,latin_mixed,addcont_03_text01,text/digimon_profile_dlc03.mbe/000_Sheet1.csv,digimon_0357_profile,2,,"Omega, X-, inForce","Этот дигимон возник из слияния Уничтожителей вирусов,
ВарГреймона и МеталГарурумона, благодаря воле тех,
кто желает добра. Омегамон способен в любой ситуации
полностью раскрывать качества обоих дигимонов, поэтому
он универсален и силён в бою. Его левая рука имеет форму
ВарГреймона и оснащена мечом и щитом, а правая рука —
форму МеталГарурумона, оснащённую пушкой и ракетами.
Плащ на спине раскрывается автоматически, когда нужно
уклониться от атаки или взлететь. Особый приём «Гаруру-
пушка» выпускает из пушки в форме МеталГарурумона поток
воздуха абсолютного нуля и замораживает врага. А меч на
левой руке — невидимый клинок «Трансцендентный меч».

■Влияние X-антитела на ДигиЯдро Омегамона:
Теоретически ни один другой дигимон не должен быть
способен победить Омегамона. Причина в абсолютной силе
Omega inForce, что позволяет мгновенно видеть грядущее
в бою и реагировать на него. Это доводит боевое чутьё
и потенциал Омегамона до предела. Если угроза сетевой
безопасности так велика, что Омегамон не может позволить
себе проиграть, он применяет «Полное удаление» через
Трансцендентный меч. Пока приём активен, всё, чего
касается клинок, не разрезается, а стирается.","Этот дигимон возник из слияния Уничтожителей вирусов,
ВарГреймона и МеталГарурумона, благодаря воле тех,
кто желает добра. Омегамон способен в любой ситуации
полностью раскрывать качества обоих дигимонов, поэтому
он универсален и силён в бою. Его левая рука имеет форму
ВарГреймона и оснащена мечом и щитом, а правая рука —
форму МеталГарурумона, оснащённую пушкой и ракетами.
Плащ на спине раскрывается автоматически, когда нужно
уклониться от атаки или взлететь. Особый приём «Гаруру-
пушка» выпускает из пушки в форме МеталГарурумона поток
воздуха абсолютного нуля и замораживает врага. А меч на
левой руке — невидимый клинок «Трансцендентный меч».

■Влияние X-антитела на ДигиЯдро Омегамона:
Теоретически ни один другой дигимон не должен быть
способен победить Омегамона. Причина в абсолютной силе
Omega inForce, что позволяет мгновенно видеть грядущее
в бою и реагировать на него. Это доводит боевое чутьё
и потенциал Омегамона до предела. Если угроза сетевой
безопасности так велика, что Омегамон не может позволить
себе проиграть, он применяет «Полное удаление» через
Трансцендентный меч. Пока приём активен, всё, чего
касается клинок, не разрезается, а стирается."
2,latin_mixed,addcont_03_text01,text/digimon_profile_dlc03.mbe/000_Sheet1.csv,digimon_0358_profile,3,,X-,"Дюкмон — дигимон-Святой Рыцарь, состоящий в рядах
Королевских рыцарей вместе с Омегамоном и Магнамоном.
Королевские рыцари занимают высшее место в сетевой
безопасности, и ни один дигимон ещё не смог пробить их
стойкую оборону. Однако вирусный атрибут Дюкмона
противоречит роли одного из главных защитников Сети,
поэтому существует ничтожная вероятность, что равновесие
нарушится и он сам станет угрозой. Дюкмон облачён в
священные доспехи из хрондигизоида чистотой 99,9%,
в правой руке держит святое копьё Грам, а в левой —
священный щит Эгида. Рыцарственный по природе, он верно
служит своему повелителю. Его особые приёмы — «Молниеносный
турнирный удар» копьём Грам и «Финальный Элизион»,
очищающий луч из Эгиды.

■Влияние X-антитела на ДигиЯдро Дюкмона:
Рискуя жизнью в бесчисленных священных битвах и сохраняя
рыцарскую верность, Дюкмон наконец был благословлён
священными доспехами, копьём и щитом высочайшего качества.
Это оружие и броня состоят из священного сплава редких
металлов: красного, синего и золотого дигизоида, а также
чистейшего известного хрондигизоида. Дюкмон преобразился,
чтобы лучше соответствовать этой святой силе, и получил
новый приём «Зиг-сабля», усиливающий и увеличивающий копьё
света, выпущенное из святого копья Грам. Говорят также,
что красный плащ, который Дюкмон носил до обретения
силы X-антитела, он отдал герою Леомону.","Дюкмон — дигимон-Святой Рыцарь, состоящий в рядах
Королевских рыцарей вместе с Омегамоном и Магнамоном.
Королевские рыцари занимают высшее место в сетевой
безопасности, и ни один дигимон ещё не смог пробить их
стойкую оборону. Однако вирусный атрибут Дюкмона
противоречит роли одного из главных защитников Сети,
поэтому существует ничтожная вероятность, что равновесие
нарушится и он сам станет угрозой. Дюкмон облачён в
священные доспехи из хрондигизоида чистотой 99,9%,
в правой руке держит святое копьё Грам, а в левой —
священный щит Эгида. Рыцарственный по природе, он верно
служит своему повелителю. Его особые приёмы — «Молниеносный
турнирный удар» копьём Грам и «Финальный Элизион»,
очищающий луч из Эгиды.

■Влияние X-антитела на ДигиЯдро Дюкмона:
Рискуя жизнью в бесчисленных священных битвах и сохраняя
рыцарскую верность, Дюкмон наконец был благословлён
священными доспехами, копьём и щитом высочайшего качества.
Это оружие и броня состоят из священного сплава редких
металлов: красного, синего и золотого дигизоида, а также
чистейшего известного хрондигизоида. Дюкмон преобразился,
чтобы лучше соответствовать этой святой силе, и получил
новый приём «Зиг-сабля», усиливающий и увеличивающий копьё
света, выпущенное из святого копья Грам. Говорят также,
что красный плащ, который Дюкмон носил до обретения
силы X-антитела, он отдал герою Леомону."
2,latin_mixed,addcont_03_text01,text/digimon_profile_dlc03.mbe/000_Sheet1.csv,digimon_0418_profile,4,,"Shield, Tense-Great, Ulforce, V-, X-","УльфорсV-драмон — легендарный дигимон-Святой Рыцарь,
упомянутый лишь в пророчестве древнего Цифрового мира.
В этом пророчестве сказано о появлении Королевских
рыцарей, святых защитников Сети, и о том, что все они
соберутся, когда Цифровой мир столкнётся с величайшим
кризисом. Даже среди Королевских рыцарей скорость
УльфорсV-драмона исключительна: за его движениями
невозможно уследить. Его броня из синего хрондигизоита —
крайне редкого и самого лёгкого вида этого металла —
позволяет ему рассекать небо и мчаться по земле. При
необходимости он разворачивает «Ульфорс-саблю» или
«Tense-Great Shield» из V-браслетов на руках. Особый
приём «Сияющая V-сила» выпускает луч энергии из
V-образной брони на груди и уничтожает врагов.

■Влияние X-антитела на ДигиЯдро УльфорсV-драмона:
Помимо богоподобной скорости, ещё сильнее раскрылась
его предельная сила Ulforce. Она также обладает
поразительным фактором исцеления, позволяя УльфорсV-
драмону мгновенно восстанавливать любой полученный урон.
Даже если его застать врасплох и атаковать, он, скорее
всего, сразу ответит со всей мощью.","УльфорсV-драмон — легендарный дигимон-Святой Рыцарь,
упомянутый лишь в пророчестве древнего Цифрового мира.
В этом пророчестве сказано о появлении Королевских
рыцарей, святых защитников Сети, и о том, что все они
соберутся, когда Цифровой мир столкнётся с величайшим
кризисом. Даже среди Королевских рыцарей скорость
УльфорсV-драмона исключительна: за его движениями
невозможно уследить. Его броня из синего хрондигизоита —
крайне редкого и самого лёгкого вида этого металла —
позволяет ему рассекать небо и мчаться по земле. При
необходимости он разворачивает «Ульфорс-саблю» или
«Tense-Great Shield» из V-браслетов на руках. Особый
приём «Сияющая V-сила» выпускает луч энергии из
V-образной брони на груди и уничтожает врагов.

■Влияние X-антитела на ДигиЯдро УльфорсV-драмона:
Помимо богоподобной скорости, ещё сильнее раскрылась
его предельная сила Ulforce. Она также обладает
поразительным фактором исцеления, позволяя УльфорсV-
драмону мгновенно восстанавливать любой полученный урон.
Даже если его застать врасплох и атаковать, он, скорее
всего, сразу ответит со всей мощью."
