priority,package,file,key,max_visible_line,line_count,source_max_line,source_line_count,source_en,current_ru
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_030_030_1,64,3,0,1,,"О, нет! Помнишь ту секретную базу, о которой я тебе рассказывал?
Пожалуйста, просто приди в деревню!
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_030_031_1,64,3,0,1,,"В Деревне Зубчатого Леса в последнее время, кажется, царит много
веселой суеты, но я не могу покинуть святилище... так что я всё
пропускаю... Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_040_032_1,64,3,0,1,,"Мы защищаем покой леса! Мы начнём наш патруль с Равнины Парящего
Острова!
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_070_056_1,64,3,0,1,,"Хм... Я всё ещё не понимаю... Я хочу поговорить об этом ещё, так
что приходи в Деревню Восстания.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_080_060_1,64,3,0,1,,"Я не могу так продолжать...! Думаю, мне нужен твой совет. Я буду
ждать в Центральном городе.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_110_094_1,64,3,0,1,,"В замке Лорда Плутомона творится что-то странное, но я слишком
напуган, чтобы расследовать... Кто-нибудь, пожалуйста, помогите!
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_110_099_1,64,3,0,1,,"Я, Галлантмон, пришёл в Факториальный Город, чтобы починить своё
снаряжение, но не ожидал, что меня здесь задержат... Хм.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_110_100_1,64,3,0,1,,"Я с ВэрГарурумоном в святилище Зубчатого Леса. Интересно, почему
он так ненавидит людей...
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_110_111_1,64,3,0,1,,"Угх, как скучно. Куда, чёрт возьми, запропастился Джесмон? Разве
я не сказал встретиться на Арене Рая?
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_200_147_1,64,3,0,1,,"Я слышал, косплеер пропал в Парке Синдзюку. Я хочу расследовать,
так что давай встретимся на Водной Площади.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_200_150_1,64,3,0,1,,"Я проделал весь этот путь до Пляжа Бездны, а здесь никого нет...
Я хочу повеселиться со всеми в океане.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_900_216_1,64,3,0,1,,"Я зафиксировал сигнал, не похожий ни на что, что я видел раньше.
Приходи в Промежуточный Театр.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_seeketemon_160_010,64,2,0,1,,"В моей душе было то, что тебе нужно? Номер 14, выглядящий чистым
и стройным!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_seekhiroko_010_010,64,3,0,1,,"В последнее время мне снятся такие странные сны... Но они
суперреалистичные, как будто я на самом деле там. Это может быть
моей следующей большой сенсацией! Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_seekhiroko_020_010,64,3,0,1,,"Что даёт? Мне больше не снятся странные сны! И вот я был ТААААК
близок к убийственной истории! Ну что ж. Думаю, мне просто нужно
продолжать охоту!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_seekhiroko_090_010,64,3,0,1,,"Мне приснился сон о том, как я спускаюсь под оживленный город. Я
продолжал спускаться всё ниже и ниже через все эти повороты и
изгибы... Типа, обойдусь без этой влажности, хотя! Фух!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_seekhiroko_100_010,64,3,0,1,,"Итак, вникни в это! В моём сне я исследовал морские глубины!
Типа, я говорю о самом дне, возле этих огромных костей. И, лучше
всего, там были говорящие рыбы!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,arena_010_070,63,2,0,1,,"Следующий бой завершён! Команда соперника на этот раз
окутана тайной, выиграв все свои предыдущие матчи по умолчанию!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,field_14_040_1,63,2,0,1,,"Анализ {l2} должен помочь вам найти любые слабые места в стене.
Просмотрите документ, если хотите узнать, как его использовать."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_00_030_5,63,2,0,1,,"Я пытался уговорить нескольких своих друзей-дигимонов покрутить
их... но даже тот старый чудак Барбамон не может победить их."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_02_211_10,63,2,0,1,,"Ладно, а теперь пошли за выпивкой! Пока у меня есть мой любимый
напиток, я могу делать всё, что угодно!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_02_220_20,63,2,0,1,,"Добро пожаловать! Это Золотой Зал. Сражайтесь в соответствии со
своими текущими способностями и заработайте много иен!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_03_300_20,63,2,0,1,,"———Ваша заявка на участие в гонке Пекмон аннулирована.
———Мы надеемся, что вы сможете принять участие в следующий раз!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_03_310_10,63,2,0,1,,"Хохо! ♪ Будь то пение или гонки, я просто знаю, что с тобой всё
будет веселее!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_03_311_10,63,2,0,1,,"Ии-хи-хи! Договор подписан! Теперь я пробуждаю дремлющий в тебе
магический талант!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_08_811_10,63,3,0,1,,"ПРИМЕНЯЕТСЯ ПОСЛЕДНИЙ ПАТЧ... 99%. БИП, БИП... 100%... ПАТЧ
УСПЕШНО ПРИМЕНЁН. ЗДРАВСТВУЙТЕ! Я АНДРОМОН! Я РАД БЫТЬ У ВАС НА
СЛУЖБЕ!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_99_070_2,63,2,0,1,,"Моим первым делом будет обследование местности... Думаю, я буду
понемногу изучать Цифровой мир."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_99_090_2,63,3,0,1,,"Я заметил тенденцию к тому, что храбрым Дигимонам легче
наращивать силу атаки, в то время как заботливые Дигимоны могут
похвастаться более высокой защитой."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_99_180_2,63,3,0,1,,"Я почти уверен, что они достигают... да, примерно 20 махов.
Огненное звуковое дыхание, которое они выпускают при движении с
такой скоростью, также вызывает ужас."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,hazama_99_200_1,63,2,0,1,,"Я слышал, что Цифровой мир является домом для группы Дигимонов,
известных как ""Семь Великих Повелителей Демонов""..."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_010_080_020,63,2,0,1,,"Уничтожение целевого объекта подтверждено. Продолжайте движение
к целевым координатам."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_020_160_010,63,2,0,1,,"Взаимодействия с неизвестной фазово-электронной формой жизни...
Должен быть ценным образцом."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_050_020_011,63,3,0,1,,"Я отправил координаты на твою карту. Нам необходимо подтвердить
точность системы данных о местоположении, так что я ценю твоё
сотрудничество."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_050_030_010,63,1,0,1,,Ты смог поговорить с папой? Он не сказал тебе ничего странного?
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_050_030_011,63,2,0,1,,"Ты всегда можешь его отшить, если он начнёт докучать вопросами!
Я точно ему всыплю!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_050_030_021,63,3,0,1,,"Возможно, причина в сообщениях Дигилайн, которые были только
что. По крайней мере, журнал этих сообщений уже должен был быть
на её устройстве."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_060_080_012,63,3,0,1,,"Мне нужна каждая крупица информации о ней, какой бы
незначительной она ни была. Этот мир... У него... заканчивается
время, и быстро."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_060_090_030,63,3,0,1,,"Подземка Синдзюку - это логово враждебных Дигимонов, но тот, за
которым ты следишь, ведёт себя иначе. Может, мы получим
достоверные данные."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_060_090_040,63,2,0,1,,"Все эти враждебные Дигимоны находятся в подземке Синдзюку с тех
самых пор, восемь лет назад."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_070_020_011,63,2,0,1,,"Только не забывай о важном. Через восемь лет всё, что ты видишь
там сейчас, будет в руинах."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_090_060_012,63,2,0,1,,"Боже мой. Всё, что мы когда-либо думали, что знаем, разбивается
на кусочки."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_090_080_010,63,2,0,1,,"Ты сейчас смотрел телевизор?! Что это вообще было? На секунду в
этой трансляции появилось что-то довольно жуткое...!"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_100_050_010,63,2,0,1,,"Внешние подземелья? Аномальные явления продолжают поступать...
Но нет времени глазеть. Это отличный шанс собрать информацию..."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_150_010_011,63,2,0,1,,"И я вижу, конфликт между тамошними Дигимонами стал довольно
серьёзным. Может, это похоже на ситуацию восьмилетней давности?"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_170_010_010,63,3,0,1,,"В Цифровом Мире есть своё море? Я представляю, что некоторые из
наблюдений русалок на протяжении веков на самом деле были
Дигимонами..."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_180_010_011,63,3,0,1,,"Бьюсь об заклад, ты помнишь таинственное исчезновение твоего
собственного приёмного отца. Существует отчётливая возможность,
что доктор Юки оказался там, в том мире."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_210_010_010,63,2,0,1,,"Чтобы направиться к зданию правительства, куда упало сокровище,
тебе нужно разобраться с Титанами на поверхности."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_210_010_020,63,2,0,1,,"Многочисленные показания врага... Должно быть, это Титаны. Тебе
лучше хорошо подготовиться, прежде чем двигаться вперёд."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_210_020_130,63,1,0,1,,"Интересно, как люди восприняли вид падающих с неба Дигимонов..."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_210_020_150,63,2,0,1,,"Сокровище упало в сторону Токийского столичного правительства в
Ниси-Синдзюку."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_235_040_010,63,3,0,1,,"Что касается Доктора Юки... Что ж, только сейчас мы можем
объяснить его исчезновение. Ведь теперь и мы пережили нарушение
пространства и времени."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_250_040_011,63,2,0,1,,"Это придаёт ещё больше веса словам Меркуримона о том, что им не
остаётся ничего, кроме как сопротивляться."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_260_050_012,63,3,0,1,,"Но если аномалии на самом деле связаны с Дигимонами, ассоциация
начинает размываться. Если бы мы только могли понять принципы,
стоящие за всем этим, мы могли бы взорвать всё это дело."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_260_080_011,63,2,0,1,,"В рядах Меркуримона также есть определённое число ""поджигателей
войны"", и эти Дигимоны сейчас готовятся к битве."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_290_070_010,63,2,0,1,,"Я получаю массивные показания в районе святилища. Возможно, это
Бахусмон. Пожалуйста, сходи и посмотри."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_310_018_030,63,2,0,1,,"Я пойду и поищу его сам. С состоянием Меркуримона дорога каждая
минута."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_320_010_012,63,2,0,1,,"Это может привести к серьёзному нарушению пространства-времени.
Мы должны принять решение, пока не стало слишком поздно..."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_390_130_010,63,2,0,1,,"Мне есть что тебе сказать. Приходи повидаться со мной в Деревне
Восстания."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,main_400_000_020,63,3,0,1,,"Они утверждают, что оно предназначено для ""контроля"", но на
самом деле это просто машина для убийств. Отключи ограничитель,
и оно, по-видимому, уничтожит каждую биоподпись в окрестностях."
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_010_001_1,63,3,0,1,,"Футболки пропадают! Это аномальное явление? Приходи в офис папы
Инори, и я тебе всё расскажу!
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_010_159_1,63,3,0,1,,"Что вообще означает 'двадцатейший'...? Я сейчас совсем потерян,
поэтому просто стою в заднем переулке в Синдзюку...
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_010_179_1,63,3,0,1,,"Чёрт, какая западня. Кто-то заперся в туалете и не выходит. Они
всё бормочут о каком-то капитане и каком-то оружии...
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_030_029_1,63,3,0,1,,"Наличие группы сделало бы вечеринку более оживлённой. Мне нужна
твоя помощь. Я буду ждать тебя в Деревне Зубчатого Леса.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_040_160_1,63,3,0,1,,"Конечно, я стал сильнее. Но теперь, когда Старшего Брата... Что
нам делать с Ареной Рая?
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_100_089_1,63,3,0,1,,"Помощники, которых я привёл, находятся на Арене Рая. Тебе стоит
сходить к ним и напомнить им об их роли.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_100_178_1,63,3,0,1,,"Трое ведущих хотят передать тебе кое-что. Пожалуйста, приходи в
VIP-комнату Промежуточного Театра.
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_110_090_1,63,3,0,1,,"Я подтвердил аномальное явление! Но у меня есть ощущение, что
это немного сложно. Я в задних переулках Акихабары. Найди меня!
Просмотреть детали миссии {decision}"
P3,app_text01,text/digitter_message.mbe/000_Sheet1.csv,sub_110_106_1,63,3,0,1,,"Динасмон и ЛордНайтмон спорят в Центральной Башне, и шум сводит
меня с ума. Не мог бы ты поговорить с ними?
Просмотреть детали миссии {decision}"
