priority,score,package,file,key,current_text,latin_words
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_difficulty_explanation_03,"For players who yearn for the thrill of tactical battles.
Recommended for those who want to enjoy training and party composition.
Players can {fc9retry battles at a lower difficulty if defeated twice}.

{fc15Note: Game difficulty can be changed later.}","For, players, who, yearn, for, the, thrill, of, tactical, battles, Recommended, for"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_difficulty_explanation_05,"For players who want to experience battles of the highest difficulty.
Items cannot be used in battle, and escaping is not an option.
This mode makes every fight a thrilling experience.

{fc15Note: Game difficulty can be changed later.}","For, players, who, want, to, experience, battles, of, the, highest, difficulty, Items"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_difficulty_lock,This game mode is not currently available.,"This, game, mode, is, not, currently, available"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_battle_0070,Choose your cards!,"Choose, your, cards"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_battle_0080,You will go {fc9first}. Select a card for battle.,"You, will, go, Select, a, card, for, battle"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_battle_0090,You will go {fc9second}. Select a card for battle.,"You, will, go, Select, a, card, for, battle"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_battle_0130,Extra card summon!,"Extra, card, summon"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_battle_0140,An eligible hand has been completed. Summon an extra card?,"An, eligible, hand, has, been, completed, Summon, an, extra, card"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_battle_0150,Summoning an extra card will add this card to your hand.,"Summoning, an, extra, card, will, add, this, card, to, your, hand"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_battle_0151,"Summoning an extra card will add this card to your hand.
({fc9You have not obtained this card yet.})","Summoning, an, extra, card, will, add, this, card, to, your, hand"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_deck_0030,[How to Obtain],"How, to, Obtain"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_deck_0040,Generate via Extra Card Summon,"Generate, via, Extra, Card, Summon"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_digimoncard_deck_0050,Win via Card Battle,"Win, via, Card, Battle"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_end_demo_0010,Thank you for {fc10p}laying!,"Thank, you, for, laying"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_field_skill_0010,New Skill Disc,"New, Skill, Disc"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_field_skill_0020,Obtained by Leveling Up,"Obtained, by, Leveling, Up"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_gameover_0030,Retry at a Lower Difficulty,"Retry, at, a, Lower, Difficulty"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_gameover_0031,Retry in Invincible Mode,"Retry, in, Invincible, Mode"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_gameover_0041,Return to Lobby,"Return, to, Lobby"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_gameover_0060,Return to Title,"Return, to, Title"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_hazamagate_0010,Return to the Real World (Continue Story),"Return, to, the, Real, World, Continue, Story"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_kizunaskill_0020,Required for Next Rank: {fc13{d0}},"Required, for, Next, Rank, fc"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_kizunaskill_0030,No. of {is32}{image(ui_icon_personal01_00)} Valor-type Digimon: {n0} {fc15/ {n1}},"of, Valor-type, fc"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_kizunaskill_0031,No. of {is32}{image(ui_icon_personal01_01)} Philanthropy-type Digimon: {n0} {fc15/ {n1}},"of, Philanthropy-type, fc"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_kizunaskill_0032,No. of {is32}{image(ui_icon_personal01_02)} Amicability-type Digimon: {n0} {fc15/ {n1}},"of, Amicability-type, fc"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_kizunaskill_0033,No. of {is32}{image(ui_icon_personal01_03)} Wisdom-type Digimon: {n0} {fc15/ {n1}},"of, Wisdom-type, fc"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_launch_0010,"This game is a work of original fiction.
Any resemblance to actual nations, locales, persons, businesses,
organizations, or incidents is entirely coincidental.","This, game, is, a, work, of, original, fiction, Any, resemblance, to, actual"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_launch_0030,"This game uses an autosave function.
Please refrain from turning off the game while the autosaving icon is displayed.","This, game, uses, an, autosave, function, Please, refrain, from, turning, off, the"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_playerselect_0010,Select the protagonist's appearance.,"Select, the, protagonist's, appearance"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_reinforcement_nextlv,To Next Lv: {fc1 {d0}},"To, Next, Lv, fc"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_systemmenu_0010,Return to Game,"Return, to, Game"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_title_0010,Press Any Button,"Press, Any, Button"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_title_0020,Press Any Key,"Press, Any, Key"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_title_0100,Select Game Mode,"Select, Game, Mode"
high,9,app_text01,text/common_message.mbe/000_Sheet1.csv,ui_title_0104,{fc10R}eturn to Data,"eturn, to, Data"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1000,View Digimon in your roster or edit your party.,"View, in, your, roster, or, edit, your, party"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1003,View information on Digimon obtained or discovered up to this point.,"View, information, on, obtained, or, discovered, up, to, this, point"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1005,"Learn Agent Skills, or change Cross Arts and costumes.","Learn, Agent, Skills, or, change, Cross, Arts, and, costumes"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1006,"Change game settings, save, load or view tutorials.","Change, game, settings, save, load, or, view, tutorials"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1008,View the status of ongoing missions.,"View, the, status, of, ongoing, missions"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1009,Change various game settings.,"Change, various, game, settings"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1010,Save your current progress.,"Save, your, current, progress"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1011,Load existing save data and resume play.,"Load, existing, save, data, and, resume, play"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1012,View various tutorials about the game.,"View, various, tutorials, about, the, game"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1020,Enhance Digimon by synthesizing them with other Digimon.,"Enhance, by, synthesizing, them, with, other"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1021,Materialize and recruit Digimon with a Scan Rate of over 100%.,"Materialize, and, recruit, with, a, Scan, Rate, of, over"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1023,Select the Digimon whose information you would like to view.,"Select, the, whose, information, you, would, like, to, view"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1024,"Information on the Digimon's various traits, stats and learnable skills.","Information, on, the, Digimon's, various, traits, stats, and, learnable, skills"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1027,Learn new Agent Skills to support your Digimon in training and battle.,"Learn, new, Agent, Skills, to, support, your, in, training, and, battle"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1028,Try on and change into other costumes.,"Try, on, and, change, into, other, costumes"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1031,Select a tutorial to view.,"Select, a, tutorial, to, view"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1200,Materialize and recruit Digimon with a Scan Rate of over 100%.,"Materialize, and, recruit, with, a, Scan, Rate, of, over"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1402,Select equipment to set.,"Select, equipment, to, set"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1500,Select a Digimon to enhance.,"Select, a, to, enhance"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1600,Select an item to view or use.,"Select, an, item, to, view, or, use"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1601,Select the Digimon to use the item on.,"Select, the, to, use, the, item, on"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1700,View mission details and mark your current objective.,"View, mission, details, and, mark, your, current, objective"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,1800,Select an Agent Skill to view or learn.,"Select, an, Agent, Skill, to, view, or, learn"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,2100,Select which slot to save your data.,"Select, which, slot, to, save, your, data"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,2101,Select which save data to load.,"Select, which, save, data, to, load"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,2102,View messages from your allies.,"View, messages, from, your, allies"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,2103,View past conversation dialogue.,"View, past, conversation, dialogue"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_bgm_01,Change the background music played while out in the field.,"Change, the, background, music, played, while, out, in, the, field"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_bgm_02,Change the background music played during normal battles.,"Change, the, background, music, played, during, normal, battles"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_bgm_03,Change the background music played for the Digivice menu.,"Change, the, background, music, played, for, the, menu"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_bgm_05,Change the background music played during card battles.,"Change, the, background, music, played, during, card, battles"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_bgm_06,Change the background music played during boss battles. (Does not apply to certain battles.),"Change, the, background, music, played, during, boss, battles, Does, not, apply, to"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_clear_01,Select a slot to save the clear data.,"Select, a, slot, to, save, the, clear, data"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_conversion_01,Return Digimon to data and convert them into YEN.,"Return, to, data, and, convert, them, into, YEN"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_conversion_02,Select Digimon to convert into YEN. ({fc2The selected Digimon will be lost.}),"Select, to, convert, into, YEN"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_digimoncard_deck_01,View your card collection.,"View, your, card, collection"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_digimoncard_deck_02,View cards in your collection and conditions to obtain cards you've discovered.,"View, cards, in, your, collection, and, conditions, to, obtain, cards, you've, discovered"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_digivice_digitter,View messages from your allies and past conversation dialogue.,"View, messages, from, your, allies, and, past, conversation, dialogue"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_hazama_d_01,Quit the challenge and return to the lobby.,"Quit, the, challenge, and, return, to, the, lobby"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_hazama_dl_01,Select an Outer Dungeon challenge to take on.,"Select, an, Outer, Dungeon, challenge, to, take, on"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_hazamagate_01,Select a time and location to travel to.,"Select, a, time, and, location, to, travel, to"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_hazamagate_02,Select an In-Between Theater gate to travel to.,"Select, an, In-Between, Theater, gate, to, travel, to"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_item_equipment_01,Select the Digimon who will equip the equipment.,"Select, the, who, will, equip, the, equipment"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_item_equipment_02,Select a slot for the equipment.,"Select, a, slot, for, the, equipment"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_item_skilldisc_01,Select the Digimon who will equip the Skill Disc.,"Select, the, who, will, equip, the, Skill, Disc"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_item_skilldisc_02,Select a slot for the Skill Disc.,"Select, a, slot, for, the, Skill, Disc"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_load_02,Carry over data and start the game from the beginning. Select the data to carry over.,"Carry, over, data, and, start, the, game, from, the, beginning, Select, the"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_option_02,Language and graphics settings can be changed before starting the game.,"Language, and, graphics, settings, can, be, changed, before, starting, the, game"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_recovery_01,Select the means of recovery.,"Select, the, means, of, recovery"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_recovery_02,Select a Digimon to recover.,"Select, a, to, recover"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_reinforcement_01,Select Digimon to use as enhancement materials. ({fc2The selected Digimon will be lost.}),"Select, to, use, as, enhancement, materials"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_shop_buy,Select an item to purchase.,"Select, an, item, to, purchase"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_shop_development,Select an item to create.,"Select, an, item, to, create"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_shop_disassembly,Select an item to take apart.,"Select, an, item, to, take, apart"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_shop_sell,Select an item to sell.,"Select, an, item, to, sell"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_systemmenu_01,Resume the game.,"Resume, the, game"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_systemmenu_02,Return to the title screen.,"Return, to, the, title, screen"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_systemmenu_03,Exit the game.,"Exit, the, game"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_systemmenu_04,Set your preferred in-game background music.,"Set, your, preferred, in-game, background, music"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_xartsset_01,Select a Cross Art to use in battle.,"Select, a, Cross, Art, to, use, in, battle"
high,9,app_text01,text/help_message.mbe/000_Sheet1.csv,help_xartsset_02,"Select from Cross Arts learned via ""Bond of Loyalty"" in Agent Skills.","Select, from, Cross, Arts, learned, via, Bond, of, Loyalty, in, Agent, Skills"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_01_001,"These conditions affect Digimon during battles.

{fc9Digimon can only be affected by one at a time, although existing
status abnormalities may be overwritten by more powerful ones.}
Icons will be displayed next to stats affected by a status abnormality.

{fc9Please refer to ""Status Abnormality Types & Effects"" for more details.}","These, conditions, affect, during, battles, Icons, will, be, displayed, next, to, stats"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_02_001,"This is a special status change during battle.

{fc9This reverses the affected Digimon's attribute and element
favorabilities. The effect persists for the remainder of the battle.}

Applying ""Reverse"" again will return its favorabilities to normal.","This, is, a, special, status, change, during, battle, Applying, Reverse, again, will"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_03_001,"This is a special status change during battle.

{fc9It prevents a Digimon from recovering HP.
The effect ends after a specified number of turns has elapsed.} 

You can also use items or skills to heal a Digimon from injuries.","This, is, a, special, status, change, during, battle, You, can, also, use"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_04_001,"This is a special status change during battle.

{fc9It prevents a Digimon from recovering SP.
The effect ends after a specified number of turns has elapsed.}

You can also help a diseased Digimon by using items or skills.","This, is, a, special, status, change, during, battle, You, can, also, help"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_06_001,"This is an extremely powerful buff certain hostile Digimon possess.

{fc9Stats buffed by an enemy's Strong state will be indicated by special
colored icons. The Strong state's effects do not end based on
the passage of turns. Only a Charge Break can reset its effects.}","This, is, an, extremely, powerful, buff, certain, hostile, possess"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_08_001,"{fc9Poison}
The Digimon incurs poison damage at the end of its turn. It can
be cured immediately using items or skills.

{fc9Deadly Poison}
The Digimon incurs significant poison damage at the end of its
turn. It can be cured immediately using items or skills.","The, incurs, poison, damage, at, the, end, of, its, turn, It, can"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_08_002,"{fc9Confusion}
The Digimon may not be able to perform any actions during its turn.
It can recover immediately using items or skills.

{fc9Chaos}
The Digimon is unable to perform any actions during its turn. It can
recover when attacked, or by using items or skills.","The, may, not, be, able, to, perform, any, actions, during, its, turn"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_08_003,"{fc9Paralysis}
The Digimon may not be able to move during its turn. It will
automatically recover after several turns, or it can recover
immediately by using items or skills.

{fc9Immobilization}
The Digimon will be unable to move during its turn. It will
automatically recover after several turns, or it can recover
immediately by using items or skills.","The, may, not, be, able, to, move, during, its, turn, It, will"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_08_004,"{fc9Sleep}
The Digimon is unable to move and the damage it receives is
doubled. It will automatically wake up after several turns or if
attacked. Items or skills can be used to wake up immediately.

{fc9Deep Slumber}
The Digimon is unable to move and the damage it receives is
doubled. It must be attacked or use items or skills to wake up.","The, is, unable, to, move, and, the, damage, it, receives, is, doubled"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AbnormalStatus_09_001,"This is a special status change during battle.

{fc9Only the Digimon with the Taunting status will be targeted for attack.
(Other Digimon cannot be targeted.)} 

The Taunting status lasts for one round.
(The status will end on the next turn of the Digimon who activated it)","This, is, a, special, status, change, during, battle, The, Taunting, status, lasts"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AdditionalAttack_01_001,"{fc9A special ability that allows Digimon to perform follow-up attacks.
Triggers when hitting an enemy with an attack or skill.}

The chance of Extra Strikes occurring depends on the stats of your
ally Digimon and enemy.

There are also ""Strike Effects"" which may trigger additional effects.","The, chance, of, Extra, Strikes, occurring, depends, on, the, stats, of, your"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_AdditionalAttack_01_002,"When Extra Strike triggers, a circle will appear on the HUD.

{fc9Press {decision} when the circle reaches the center to cause a Strike Effect.}

This will activate various additional effects such as healing allies,
or applying status abnormalities on enemies.

{fc9Effects change depending on a Digimon's Attribute and Personality.}
Try out different combinations to use in battle.","When, Extra, Strike, triggers, a, circle, will, appear, on, the, HUD, fc"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BattleCommand_01_001,"This command is used during battle to make a non-elemental attack.

{fc9You can also switch targets with {sub1} and attack allies as well.}
Although somewhat unusual, this tactic can be used to remove
status abnormalities, making it useful in some situations.","This, command, is, used, during, battle, to, make, a, non-elemental, attack, fc"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BattleCommand_03_001,"This command is used during battle and lets you use items to
support your Digimon on its turn.

{fc9Digimon do not lose their turn, when you use an item.
The Digimon will still be able to carry out a command.}

Keep items ready at all times so that your Allied Digimon can
fight at full strength whenever necessary.","This, command, is, used, during, battle, and, lets, you, use, items, to"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BattleCommand_04_001,"This command is used during battle and lets you change between
battle members and reserved members.
{fc9You can swap members as many times as you like during a turn.}

There are some Digimon who transform due to a special ""Change""
command. Using this command effectively can have a large impact
on the battle, making it an important part of any strategy.","This, command, is, used, during, battle, and, lets, you, change, between, battle"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BattleCommand_05_001,"This command is used during battle.
{fc9It lets you view a partner Digimon's information
when pressing {sub2} while selecting the command.}

It's a good idea to understand your Digimon's info so that you
can know its compatibilities with the enemy.","This, command, is, used, during, battle, fc, It, lets, you, view, a"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BattleCrossarts_01_001,"A battle action which can be employed by Agents.

By consuming a massive amount of energy, the Agent can unleash
powerful Cross Arts capable of changing the course of battle.

{fc9When your CP (Critical Points) reaches full charge during battle, you
will enter a ""Cross Art Ready"" state. Press {r2} to pull the trigger
and fire off your Cross Art.}","A, battle, action, which, can, be, employed, by, Agents, By, consuming, a"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BattleCrossarts_01_002,"Reference Video: Cross Art Is Ready to Launch
The CP Gauge is full. Press {r2} at this time to
activate the Cross Art.","Reference, Video, Cross, Art, Is, Ready, to, Launch, The, CP, Gauge, is"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BondsPoint_01_001,"ADAMAS assigns a numerical value known as Anomaly Points to
help visualize the EXP that agents earn when completing missions. 

{fc9These points are needed to learn Agent Skills.}

Therefore, gain as much experience as possible with your Digimon
in order to develop your abilities even further.","assigns, a, numerical, value, known, as, Anomaly, Points, to, help, visualize, the"
high,9,app_text01,text/tutorial_explanation.mbe/000_Sheet1.csv,tutorial_exp_BondsSkill_01_001,"This system lets agents use Anomaly Points to expand their abilities
and enhance their partner Digimon.

{fc9Bonds of Loyalty}: Expands an agent's abilities and enhances all
Digimon.
{fc9Bonds of Valor}: Enhances Digimon with Valor-type personalities.
{fc9Bonds of Philanthropy}: Enhances Digimon with Philanthropy-type
personalities.
{fc9Bonds of Amicability}: Enhances Digimon with Amicability-type
personalities.
{fc9Bonds of Wisdom}: Enhances Digimon with Wisdom-type
personalities.

Learn Agent Skills in order to boost your capabilities.","This, system, lets, agents, use, Anomaly, Points, to, expand, their, abilities, and"
