id,english_name,before,after,source_type,source_url,confidence,note
char_NEPTUNEMON,Neptunemon,Нептунемон,Нептунмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Neptunemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GROWMON,Growlmon,Гроулмон,Граумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Growmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SUPERSTARMON,SuperStarmon,СуперСтармон,Суперстармон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Superstarmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HIPPOGRIFFOMON,HippoGryphonmon,ГиппоГрифонмон,Гиппогрифомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Hippogriffomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GRIFFOMON,Gryphonmon,Грифонмон,Гриффомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Griffomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TYILINMON,Chirinmon,Чиринмон,Цилиньмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Tyilinmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_VAMDEMON,Myotismon,Миотизмон,Вамдемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Vamdemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SLEIPMON,Kentaurosmon,Кентауросмон,Слейпмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Sleipmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SLEIPMON_BIG,Kentaurosmon,Кентауросмон,Слейпмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Sleipmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_OMEGAMON,Omnimon,Омнимон,Омегамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Omegamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GUILMON,Guilmon,Гильмон,Гилмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Guilmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TAILMON,Gatomon,Гатомон,Тейлмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Tailmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SHINEGREYMON,ShineGreymon,ШайнГреймон,Шайн Греймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Shine_Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SHINEGREYMON_BIG,ShineGreymon,ШайнГреймон,Шайн Греймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Shine_Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MIRAGEGAOGAMON,MirageGaogamon,МиражГаогамон,Мираж Гаогамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mirage_Gaogamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PICODEVIMON,DemiDevimon,ДемиДевимон,Пико Девимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Pico_Devimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_WENDIMON,Wendigomon,Вендигомон,Вендимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Wendimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HOLYANGEMON,MagnaAngemon,МагнаАнгемон,Холи Ангемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Holy_Angemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GANIMON,Crabmon,Крабмон,Ганимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Ganimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SUSANOOMON,Susanomon,Сусаномон,Сусаноомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Susanoomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ARMAGEMON,Armageddemon,Армагеддемон,Армагемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Armagemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LADYDEVIMON,LadyDevimon,ЛедиДэвимон,Леди Девимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Lady_Devimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GOBURIMON,Goblimon,Гоблимон,Гобуримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Goburimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_V-MON,Veemon,Веемон,Ви-мон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/V-mon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BAOHUCKMON,BaoHuckmon,Баохакмон,Бао Хакмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Bao_Huckmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SAVIORHUCKMON,SaviorHuckmon,СэйворХакмон,Сэйвиор Хакмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Savior_Huckmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_VALDURMON,Varodurumon,Вародурумон,Вальдурмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Valdurmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DUKEMON,Gallantmon,Галантмон,Дюкмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dukemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DUKEMON_BIG,Gallantmon,Галантмон,Дюкмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dukemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TYRANTKABUTERIMON,TyrantKabuterimon,ТирантКабутеримон,Тиран Кабутеримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Tyrant_Kabuterimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TYRANTKABUTERIMON_BIG,TyrantKabuterimon,ТирантКабутеримон,Тиран Кабутеримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Tyrant_Kabuterimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DAGOMON,Dragomon,Драгомон,Дагомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dagomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_COELAMON,Coelamon,Селамон,Целамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Coelamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MEGASEADRAMON,MegaSeadramon,МегаСидрамон,Мега Сидрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mega_Seadramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MEGAGROWLMON,WarGrowlmon,ВарГроулмон,Мегало Граумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Megalo_Growmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_METALGARURUMON,MetalGarurumon,МеталлГарурумон,Метал Гарурумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Metal_Garurumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_WEREGARURUMON,WereGarurumon,ВэрГарурумон,ВерГарурумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Were_Garurumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HOLSMON,Halsemon,Халсемон,Холсмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Holsmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SHURIMON,Shurimon,Шуримон,Сюримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Shurimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ANGEWOMON,Angewomon,Ангевомон,Ангевумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Angewomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_OROCHIMON,Orochimon,Орочимон,Оротимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Orochimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_RANAMON,Lanamon,Ланамон,Ранамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Ranamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_JUPITERMON_WRATHMODE,Jupitermon WM,Юпитермон WM,Юпитермон: Режим гнева,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Jupitermon%3A_Wrath_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_JUPITERMON_WRATHMODE_SUB,Jupitermon: Wrath Mode,Юпитермон: Режим Гнева,Юпитермон: Режим гнева,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Jupitermon%3A_Wrath_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_APOLLOMON_ADD,Apollomon (Flame Sphere),Аполломон (Огненная Сфера),Аполломон (огненная сфера),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Apollomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BLUEMERAMON,BlueMeramon,Блюмерамон,Блю Мерамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Blue_Meramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BACCHUSMON,Bacchusmon,Вакхусмон,Вакхмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Bacchusmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEGIOMON_PLAIN_CLOTHES,Aegiomon (Street Clothes),Эгиомон (Уличная Одежда),Эгиомон (уличная одежда),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aegiomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEGIOMON_NO_CAP,Aegiomon (Hatless Street Clothes),Эгиомон (Уличная Одежда без головного убора),Эгиомон (уличная одежда без головного убора),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aegiomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEGIOCHUSMON,Aegiochusmon,Эгиохусмон,Эгиохмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aegiochusmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEGIOCHUSMON_DARK,Aegiochusmon: Dark,Эгиохусмон: Темный,Эгиохмон: Тёмный,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aegiochusmon%3A_Dark,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEGIOCHUSMON_HOLLY,Aegiochusmon: Holy,Эгиохусмон: Святой,Эгиохмон: Святой,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aegiochusmon%3A_Holy,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEGIOCHUSMON_BLUE,Aegiochusmon: Blue,Эгиохусмон: Синий,Эгиохмон: Синий,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aegiochusmon%3A_Blue,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEGIOCHUSMON_GREEN,Aegiochusmon: Green,Эгиохусмон: Зеленый,Эгиохмон: Зелёный,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aegiochusmon%3A_Green,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GUNDRAMON,Gundramon,Гундрамон,Гандрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gundramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GUNDRAMON_BIG,Gundramon,Гундрамон,Гандрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gundramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BEELSTARMON,BeelStarmon,ВельСтармон,Вель Стармон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Beel_Starmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CROSSMON,Eaglemon,Иглемон,Кроссмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Crossmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_COREDRAMON_GR,Coredramon (Green),Коредрамон (Зеленый),Кордрамон (Зелёный),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Coredramon_%28Green%29,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SLAYERDRAMON,Slayerdramon,Убийца Драмон,Слейердрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Slayerdramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_EXAMON,Examon,Экзамон,Эксамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Examon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_EXAMON_SMALL,Examon,Экзамон,Эксамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Examon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_EXAMON_BIG,Examon,Экзамон,Эксамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Examon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DARKSUPERSTARMON,DarkSuperStarmon,ДаркСуперСтармон,Дарк Суперстармон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dark_Superstarmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_COREDRAMON_BL,Coredramon (Blue),Коредрамон (Синий),Кордрамон (Синий),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Coredramon_%28Blue%29,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_KOTEMON,Kotemon,Котемон,Котэмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Kotemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MUSYAMON,Musyamon,Мусьямон,Мусямон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Musyamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CERBERUMON,Cerberusmon,Церберусмон,Церберумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Cerberumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CERBERUMON_WEREWOLFMODE,Cerberusmon WM,Церберусмон ВМ,Церберумон: режим оборотня,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Cerberumon%3A_Werewolf_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ZANBAMON,Zanbamon,Занбамон,Дзанбамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Zanbamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ZANBAMON_BIG,Zanbamon,Занбамон,Дзанбамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Zanbamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CHIMAIRAMON,Kimeramon,Кимерамон,Химерамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Chimairamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MILLENNIUMON,Millenniummon,Милениуммон,Милленниумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Millenniumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MILLENNIUMON_BIG,Millenniummon,Милениуммон,Милленниумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Millenniumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BAKUMON,Tapirmon,Тапирмон,Бакумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Bakumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BEARMON,Bearmon,Бирмон,Бермон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Bearmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GRYZMON,Grizzlymon,Гризлимон,Гризмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gryzmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SKULLBALUCHIMON,SkullBaluchimon,СкаллБалучимон,Скалл Балухимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Skull_Baluchimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CHOROMON,Choromon,Хоромон,Торомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Choromon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CAPROMON,Kapurimon,Капуримон,Капримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Caprimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_METALGREYMON,MetalGreymon,МеталГреймон,Металл Греймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Metal_Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PIYOMON,Biyomon,Бийомон,Пиёмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Piyomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BIRDRAMON,Birdramon,Бирдрамон,Бёрдрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Birdramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_METALETEMON,MetalEtemon,МеталлЭтемон,Металл Этемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Metal_Etemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_VEGIMON,Vegiemon,Вегиемон,Вегимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Vegimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_POYOMON,Poyomon,Поймон,Поёмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Poyomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_WANYAMON,Wanyamon,Ваньямон,Ванямон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Wanyamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ANCIENTWISETMON,AncientWisemon,ЭншиентВайсмон,Древний Вайзмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Ancient_Wisemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GUARDROMON,Guardromon,Гвардромон,Гардромон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Guardromon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TOGEMON,Togemon,Тогемон,Тогэмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Togemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_EXSAON_BOSS,Examon (Boss),Экзамон (Босс),Эксамон (босс),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Examon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PLOTMON,Salamon,Саламон,Плотмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Plotmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_XV-MON,ExVeemon,ЭксВиимон,ИксВи-мон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/XV-mon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SHELLMON,Shellmon,Шелмон,Шеллмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Shellmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_YUKIDARUMON,Frigimon,Фригимон,Юкидарумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Yukidarumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CENTALMON,Centarumon,Центарумон,Кенталмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Centalmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TONOSAMAGEKOMON,ShogunGekomon,СёгунГекомон,Тоносама Гэкомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Tonosama_Gekomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DELUMON,Deramon,Дерамон,Делюмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Delumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GERBEMON,Garbagemon,Гарбэджмон,Гербемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gerbemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MUGENDRAMON,Machinedramon,Машиндрамон,Мугендрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mugendramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MUGENDRAMON_BIG,Machinedramon,Машиндрамон,Мугендрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mugendramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BUBBMON,Pabumon,Пабумон,Баббмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Bubbmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
