package,file,speaker,speaker_name,dialogue_rows,observed_ru_gender,male_first_person_forms,female_first_person_forms,source_pronoun_gender,source_male_evidence,source_female_evidence,source_samples
patch_text01,message/m300.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,38,male,3,0,male,1,0,What the Titans said about Aegiomon wouldn't be far from the truth. He would become a demon incarnate...
patch_text01,message/m440.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,38,male,2,0,male,5,0,"Aegiomon learned of his destiny—to become the Great Guardian— and rose up to face the challenge of protecting the world. || To rescue his companion, Aegiomon awakened the power over time that lay dormant within him. || Aegiomon fell into a deep despair, from his failure to save his partner and from causing the destruction of the world."
patch_text01,message/s110_113.mbe/000_Sheet1.csv,char_GANKOOMON,Гэнкумон,38,male,2,0,unknown,0,0,
patch_text01,message/m160.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,38,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,37,female,0,2,unknown,0,0,
patch_text01,message/s020_013.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,37,male,5,0,unknown,0,0,
patch_text01,message/m150.mbe/000_Sheet1.csv,char_VULCANUSMON,Вулканусмон,37,male,2,0,unknown,0,0,
patch_text01,message/m210.mbe/000_Sheet1.csv,char_AEGIOCHUSMON,Эгиохмон,36,male,3,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_CLAVISANGEMON,Клавис Ангемон,36,male,2,0,male,1,0,ClavisAngemon is a dangerous opponent. Make sure to avoid him while we look for those two devices.
patch_text01,message/m320.mbe/000_Sheet1.csv,char_GRAPLEOMON,ГрапЛеомон,36,male,1,0,male,2,0,"GrapLeomon found his brother at long last. Now a slave of the Titans, Callismon had been forced to fight in the arena. || GrapLeomon set foot into the arena to save his older brother."
patch_text01,message/s020_019.mbe/000_Sheet1.csv,char_JUMBOGAMEMON,ДжамбоГамемон,36,male,2,0,unknown,0,0,
patch_text01,message/m330.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,36,male,2,0,unknown,0,0,
patch_text01,message/d07.mbe/000_Sheet1.csv,char_WISEMON,Вайзмон,36,unknown,0,0,unknown,0,0,
patch_text01,message/m080.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,35,male,1,0,unknown,0,0,
patch_text01,message/m110.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,35,female,0,1,unknown,0,0,
addcont_02_text01,message/d240.mbe/000_Sheet1.csv,char_OMEGAMON,Омегамон,35,male,1,0,unknown,0,0,
patch_text01,message/s095_082.mbe/000_Sheet1.csv,char_VULCANUSMON,Вулканусмон,35,male,3,0,unknown,0,0,
patch_text01,message/m190.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,34,male,7,0,unknown,0,0,
patch_text01,message/s095_077.mbe/000_Sheet1.csv,char_GUARDROMON,Гардромон,34,unknown,0,0,unknown,0,0,
patch_text01,message/m170.mbe/000_Sheet1.csv,char_HANGYOMON,Хангёмон,34,male,3,0,male,1,0,This is Divermon. He doesn't want to fight anymore. Don't worry.
patch_text01,message/m350.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,34,male,2,0,male,2,0,"Lord Merukimon is preparing to take the field, too. Do you think he can even fight in that state...? || The renewed Merukimon put his vaunted speed on full display."
patch_text01,message/battle.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,34,unknown,0,0,unknown,0,0,
patch_text01,message/s050_152.mbe/000_Sheet1.csv,char_PEGASMON,Пегасмон,34,male,4,0,unknown,0,0,
patch_text01,message/m280.mbe/000_Sheet1.csv,char_RANAMON,Ранамон,34,female,0,4,female,0,1,"Come to think of it... where's Lanamon? I think she should know about this, too."
patch_text01,message/m260.mbe/000_Sheet1.csv,char_RANAMON,Ранамон,33,female,0,1,unknown,0,0,
patch_text01,message/d12.mbe/000_Sheet1.csv,char_TYUMON,Тюмон,33,male,5,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_GRIFFOMON,Гриффомон,32,male,1,0,unknown,0,0,
patch_text01,message/m120.mbe/000_Sheet1.csv,char_LUNAMON,Лунамон,32,female,0,2,unknown,0,0,
patch_text01,message/m140.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,32,female,0,3,unknown,0,0,
patch_text01,message/m180.mbe/000_Sheet1.csv,char_SIRENMON,Сиренмон,32,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_AEGIOCHUSMON,Эгиохмон,31,male,2,0,unknown,0,0,
patch_text01,message/m180.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,30,unknown,0,0,male,1,0,I don't care what path Aegiomon takes! I have to repay him for everything he's done for me!
patch_text01,message/s080_059.mbe/000_Sheet1.csv,char_BLIMPMON,Блимпмон,30,male,3,0,unknown,0,0,
patch_text01,message/m440.mbe/000_Sheet1.csv,char_JUPITERMON,Юпитермон,30,male,2,0,unknown,0,0,
patch_text01,message/m020.mbe/000_Sheet1.csv,char_PIYOMON,Пиёмон,30,male,1,0,unknown,0,0,
patch_text01,message/m430.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,29,male,2,0,unknown,0,0,
patch_text01,message/m140.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,29,male,2,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_PALMON,Пальмон,29,unknown,0,0,unknown,0,0,
patch_text01,message/m250.mbe/000_Sheet1.csv,char_RANAMON,Ранамон,29,female,0,1,unknown,0,0,
patch_text01,message/s050_042.mbe/000_Sheet1.csv,char_SOLARMON,Солармон,29,male,2,0,unknown,0,0,
patch_text01,message/s110_102.mbe/000_Sheet1.csv,char_ULFORCEVDRAMON,Алфорс Ви-драмон,29,male,5,0,unknown,0,0,
patch_text01,message/m400.mbe/000_Sheet1.csv,char_APOLLOMON,Аполломон,28,male,4,0,unknown,0,0,
patch_text01,message/s080_059.mbe/000_Sheet1.csv,char_CORONAMON,Коронамон,28,unknown,0,0,male,2,0,"I got this for Coronamon when he said he wanted to travel, but I'm giving it to you. || Coronamon makes me so mad! I'm gonna sic Minnie on him as soon as he gets back!"
patch_text01,message/d04.mbe/000_Sheet1.csv,char_FLORAMON,Флорамон,28,female,0,1,unknown,0,0,
patch_text01,message/m410.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,28,unknown,0,0,mixed,1,4,"Adored by Minervamon and many other Digimon, Junomon was filled with joy as she looked forward to fulfilling her sacred duty... || ...The duty of taking Iliad's Great Guardian under her wing, and helping to raise him into his proper form. Junomon eagerly awaited his arrival. || Junomon loved and cherished the Great Guardian so much that she could not hold back the feelings of jealousy that came from such love."
patch_text01,message/m150.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,28,unknown,0,0,unknown,0,0,
patch_text01,message/s070_056.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,28,unknown,0,0,unknown,0,0,
patch_text01,message/s110_208.mbe/000_Sheet1.csv,char_SUSANOOMON,Сусаноомон,28,male,4,0,male,2,0,"This is my master, Susanomon. You better not underestimate his strength. || The great hero of Shambala, Susanomon. You should feel honored to fight him."
patch_text01,message/m280.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,28,female,0,1,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_DIANAMON,Дианамон,27,female,0,2,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_HAGURUMON,Хагурумон,27,unknown,0,0,unknown,0,0,
patch_text01,message/m410.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,27,female,0,2,female,0,1,"Adored by Minervamon and many other Digimon, Junomon was filled with joy as she looked forward to fulfilling her sacred duty..."
patch_text01,message/s110_102.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,27,unknown,0,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_SABMARIMON,Субмаримон,27,unknown,0,0,male,1,0,"Submarimon is a bit odd, but he isn't a bad Digimon. Now you'll be able to go against the current."
patch_text01,message/m300.mbe/000_Sheet1.csv,char_SIRENMON,Сиренмон,27,female,0,1,unknown,0,0,
patch_text01,message/s200_150.mbe/000_Sheet1.csv,char_WANYAMON,  Ванямон,27,male,1,0,unknown,0,0,
patch_text01,message/s010_159.mbe/000_Sheet1.csv,char_ZUBAEAGERMON,Зубаигермон,27,male,1,0,unknown,0,0,
patch_text01,message/s050_039.mbe/000_Sheet1.csv,char_ZUDOMON,Зудомон,27,male,2,0,unknown,0,0,
patch_text01,message/m260.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,26,unknown,0,0,unknown,0,0,
patch_text01,message/s110_093.mbe/000_Sheet1.csv,char_CRANIAMON,Краниуммон,26,male,5,0,unknown,0,0,
patch_text01,message/s020_019.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,26,male,2,0,unknown,0,0,
patch_text01,message/m360.mbe/000_Sheet1.csv,char_PLUTOMON,Плутомон,26,male,1,0,male,3,0,"Forced to abdicate that throne, Plutomon made the underworld his new kingdom, where he would hand down judgement to errant souls... || I gave Plutomon what treatment I could. It was touch and go for a while... but he was able to pull through. || After saving Plutomon's life, he reveals Iliad's true past and the hidden truths within its history."
patch_text01,message/s030_183.mbe/000_Sheet1.csv,char_SIRENMON,Сиренмон,26,female,0,3,unknown,0,0,
patch_text01,message/m310.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,25,male,1,0,male,1,0,"Thus, Aegiomon and his human partner are now targets of eradication for ADAMAS."
patch_text01,message/d09.mbe/000_Sheet1.csv,char_APOLLOMON,Аполломон,25,male,2,0,unknown,0,0,
patch_text01,message/m310.mbe/000_Sheet1.csv,char_GRAPLEOMON,ГрапЛеомон,25,male,1,0,unknown,0,0,
patch_text01,message/m150.mbe/000_Sheet1.csv,char_GUARDROMON_GL,Гардромон (золотой),25,unknown,0,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_HANGYOMON,Хангёмон,25,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,25,female,0,5,unknown,0,0,
patch_text01,message/s030_030.mbe/000_Sheet1.csv,char_TIGERVESPAMON,ТигерВеспамон,25,unknown,0,0,unknown,0,0,
patch_text01,message/s050_038.mbe/000_Sheet1.csv,char_ZUDOMON,Зудомон,25,male,1,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_GEKOMON,Гэкомон,24,male,2,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_LOTOSMON,Лотусмон,24,female,0,1,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_MECHANORIMON,Механоримон,24,male,1,0,unknown,0,0,
patch_text01,message/m210.mbe/000_Sheet1.csv,char_TITAMON,Титамон,24,unknown,0,0,unknown,0,0,
patch_text01,message/m285.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,24,unknown,0,0,unknown,0,0,
patch_text01,message/m420.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,23,unknown,0,0,mixed,2,1,"Aegiomon, who lost someone important to him and who was driven by pain, disrupted the laws of time. || Aegiomon wanted to reunite Inori Misono with her little brother. || The reason you're being mistaken for Aegiomon is because you were originally born from him."
patch_text01,message/s050_041.mbe/000_Sheet1.csv,char_HAGURUMON,Хагурумон,23,unknown,0,0,unknown,0,0,
patch_text01,message/s110_112.mbe/000_Sheet1.csv,char_JESMON,Джесмон,23,male,5,0,unknown,0,0,
patch_text01,message/d01.mbe/000_Sheet1.csv,char_SOCERIMON,Сорсеримон,23,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_AEGIOCHUSMON_BLUE,Эгиохмон: Синий,22,male,2,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_AEGIOCHUSMON_DARK,Эгиохмон: Тёмный,22,male,2,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_AEGIOCHUSMON_GREEN,Эгиохмон: Зелёный,22,male,2,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_AEGIOCHUSMON_HOLLY,Эгиохмон: Святой,22,male,2,0,unknown,0,0,
patch_text01,message/field_text.mbe/000_Sheet1.csv,char_DINOHUMON,Динохьюмон,22,unknown,0,0,unknown,0,0,
patch_text01,message/s080_059.mbe/000_Sheet1.csv,char_LUNAMON,Лунамон,22,female,0,1,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,22,male,1,0,unknown,0,0,
patch_text01,message/s030_031.mbe/000_Sheet1.csv,char_TONOSAMAGEKOMON,Тоносама Гэкомон,22,male,3,0,unknown,0,0,
patch_text01,message/s080_059.mbe/000_Sheet1.csv,char_VADEMON,Вейдмон,22,unknown,0,0,unknown,0,0,
patch_text01,message/m340.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,21,unknown,0,0,unknown,0,0,
patch_text01,message/s110_211.mbe/000_Sheet1.csv,char_AGUMON,Агумон,21,male,1,0,unknown,0,0,
patch_text01,message/s110_098.mbe/000_Sheet1.csv,char_ALPHAMON,Альфамон,21,male,2,0,unknown,0,0,
patch_text01,message/m290.mbe/000_Sheet1.csv,char_BACCHUSMON,Вакхмон,21,male,2,0,male,1,0,"Bacchusmon, overcome by grief and guilt, took a bottle of poison to his own lips..."
patch_text01,message/s110_103.mbe/000_Sheet1.csv,char_DYNASMON,Динасмон,21,unknown,0,0,unknown,0,0,
patch_text01,message/h06.mbe/000_Sheet1.csv,char_LOTOSMON,Лотусмон,21,female,0,1,unknown,0,0,
patch_text01,message/m240.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,21,male,1,0,unknown,0,0,
patch_text01,message/s050_176.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,21,male,4,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_OCTMON,Октомон,21,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_TYUMON,Тюмон,21,unknown,0,0,unknown,0,0,
patch_text01,message/d01.mbe/000_Sheet1.csv,char_WIZARDMON,Визармон,21,unknown,0,0,unknown,0,0,
patch_text01,message/s030_029.mbe/000_Sheet1.csv,char_BACCHUSMON,Вакхмон,20,unknown,0,0,unknown,0,0,
patch_text01,message/field_text.mbe/000_Sheet1.csv,char_GAWAPPAMON,Гаваппамон,20,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_MARSMON,Марсмон,20,male,2,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,20,male,2,0,male,3,0,"Lord Merukimon must have some kind of plan to stop them, right? I sure hope he does something soon... || Merukimon's the head honcho of this town! You should find him hanging out in the tavern down through that alley! || This is dreadful...! Where's Lord Merukimon?! Please, hurry to his side!"
patch_text01,message/m130.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,20,female,0,1,unknown,0,0,
patch_text01,message/m170.mbe/000_Sheet1.csv,char_SHARKMON_BOSS,Шаркмон,20,male,1,0,unknown,0,0,
patch_text01,message/m260.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,20,unknown,0,0,unknown,0,0,
patch_text01,message/m320.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,19,male,1,0,unknown,0,0,
patch_text01,message/m180.mbe/000_Sheet1.csv,char_BACCHUSMON,Вакхмон,19,unknown,0,0,male,1,0,Please forgive Bacchusmon. He wasn't always like this...
addcont_02_text01,message/d210.mbe/000_Sheet1.csv,char_BANCHOLEOMON,БанхоЛеомон,19,male,2,0,unknown,0,0,
patch_text01,message/m320.mbe/000_Sheet1.csv,char_CHARISMON,Каллисмон,19,unknown,0,0,male,2,0,"Callismon's mind and heart were restored, but the modifications to his body could not be undone. || Marsmon took Callismon's plea to heart—it was the first time his older brother ever depended on him for anything."
addcont_03_text01,message/d310.mbe/000_Sheet1.csv,char_DORUMON,Дорумон,19,male,1,0,unknown,0,0,
patch_text01,message/s110_093.mbe/000_Sheet1.csv,char_ENBARRMON,Энбаррмон,19,unknown,0,0,unknown,0,0,
patch_text01,message/s070_057.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,19,female,0,4,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_MOJYAMON,Моджамон,19,male,1,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,19,unknown,0,0,male,1,0,Neptunemon is defending our injured allies while trying to fight at the same time. That's why he's being pushed back.
patch_text01,message/m260.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,19,male,1,0,unknown,0,0,
patch_text01,message/s050_176.mbe/000_Sheet1.csv,char_RAPIDMON_ARMOR,Рапидмон (Броня),19,unknown,0,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_SHAWUJINMON,Шауджинмон,19,unknown,0,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_WITCHMON,Витчмон,19,female,0,1,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_APOLLOMON,Аполломон,18,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_CHARISMON,Каллисмон,18,male,1,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_HAWKMON,Хоукмон,18,male,1,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_JYUREIMON,Дзюреймон,18,male,2,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_MECHANORIMON,Механоримон,18,male,1,0,unknown,0,0,
addcont_02_text01,message/d230.mbe/000_Sheet1.csv,char_OMEGAMON,Омегамон,18,male,2,0,unknown,0,0,
patch_text01,message/s030_030.mbe/000_Sheet1.csv,char_PECKMON,Пекмон,18,male,2,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_PLUTOMON,Плутомон,18,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_SABMARIMON,Субмаримон,18,male,1,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_SHELLMON,Шеллмон,18,unknown,0,0,female,0,2,Shellmon's house is on the outskirts of the village. Perhaps she would let her guard down and talk to outsiders like yourselves. || Maybe Shellmon would let her guard down and talk to outsiders like you.
patch_text01,message/h03.mbe/000_Sheet1.csv,char_VADEMON,Вейдмон,18,unknown,0,0,unknown,0,0,
patch_text01,message/d12.mbe/000_Sheet1.csv,char_WEREGARURUMON,ВерГарурумон,18,male,3,0,unknown,0,0,
patch_text01,message/m100.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,17,unknown,0,0,unknown,0,0,
patch_text01,message/s110_090.mbe/000_Sheet1.csv,char_AGUMON,Агумон,17,male,2,0,unknown,0,0,
patch_text01,message/s110_091.mbe/000_Sheet1.csv,char_AGUMON,Агумон,17,male,3,0,unknown,0,0,
patch_text01,message/s200_148.mbe/000_Sheet1.csv,char_AGUMON,Агумон,17,male,1,0,unknown,0,0,
patch_text01,message/s110_094.mbe/000_Sheet1.csv,char_BAKEMON,Бакэмон,17,male,1,0,unknown,0,0,
patch_text01,message/m280.mbe/000_Sheet1.csv,char_CALAMARAMON,Каламарамон,17,female,0,2,unknown,0,0,
patch_text01,message/t01.mbe/000_Sheet1.csv,char_PILEVOLCAMON,ПайлВолкамон,17,male,1,0,unknown,0,0,
patch_text01,message/s110_092.mbe/000_Sheet1.csv,char_PLUTOMON,Плутомон,17,unknown,0,0,male,1,0,"Despite his appearance, Plutomon is quite receptive. Just try talking to him."
patch_text01,message/s110_093.mbe/000_Sheet1.csv,char_PLUTOMON,Плутомон,17,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_REVOLMON,Револьмон,17,unknown,0,0,unknown,0,0,
patch_text01,message/s200_148.mbe/000_Sheet1.csv,char_TAILMON,Тейлмон,17,unknown,0,0,unknown,0,0,
patch_text01,message/m110.mbe/000_Sheet1.csv,char_TITAMON,Титамон,17,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_VULCANUSMON,Вулканусмон,17,male,1,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_WHAMON,Уэмон,17,unknown,0,0,male,1,0,I noticed Whamon showing up as well. Did you summon him?
patch_text01,message/m120.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,16,unknown,0,0,unknown,0,0,
patch_text01,message/m400.mbe/000_Sheet1.csv,char_DIANAMON,Дианамон,16,female,0,1,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_GEKOMON,Гэкомон,16,unknown,0,0,unknown,0,0,
patch_text01,message/m170.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,16,unknown,0,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_RANAMON,Ранамон,16,female,0,2,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_RENAMON,Ренамон,16,male,1,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_SHAWUJINMON,Шауджинмон,16,male,1,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,16,female,0,1,unknown,0,0,
patch_text01,message/s110_108.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,16,female,0,4,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,15,male,2,0,unknown,0,0,
patch_text01,message/m070.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,15,male,2,0,unknown,0,0,
patch_text01,message/m280.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,15,unknown,0,0,unknown,0,0,
patch_text01,message/m285.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,15,male,2,0,unknown,0,0,
patch_text01,message/d12.mbe/000_Sheet1.csv,char_BEELSTARMON,Вель Стармон,15,female,0,2,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_GEKOMON,Гэкомон,15,unknown,0,0,unknown,0,0,
patch_text01,message/m190.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,15,unknown,0,0,unknown,0,0,
patch_text01,message/m360.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,15,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_PEGASMON,Пегасмон,15,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_PUMPMON,Пампмон,15,unknown,0,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_SHURIMON,Сюримон,15,male,2,0,unknown,0,0,
patch_text01,message/m150.mbe/000_Sheet1.csv,char_VADEMON,Вейдмон,15,unknown,0,0,unknown,0,0,
patch_text01,message/d12.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,15,female,0,1,unknown,0,0,
