priority,category,package,file,line,row_id,speaker,shared_mf_alias,marker,recommended_action,source_en,current_ru,tags
4,possible_player_address_gender,addcont_01_text01,message/d140.mbe/000_Sheet1.csv,61,d140_040_100,char_OMEGAMON_ALTER-S,,уверена,"проверить, относится ли форма к игроку","Are... you sure?
I thought you hated Digimon...","Ты уверена?
Я думал, ты ненавидишь Дигимонов...",d140_040_100
4,possible_player_address_gender,addcont_01_text01,message/dlcep001_field.mbe/000_Sheet1.csv,10,dlcep001_0030_0012,char_KUREMIKYOKO,,готов,"проверить, относится ли форма к игроку","I ought to give him a piece of my mind!
Come on, let's head through the door. Are you ready?","Я должна высказать ему всё, что думаю!
Пойдём через дверь. Ты готов?",
4,possible_player_address_gender,addcont_01_text01,message/dlcep001_field.mbe/000_Sheet1.csv,11,dlcep001_0030_0013,char_KUREMIKYOKO,,готов,"проверить, относится ли форма к игроку",Let's head on through the door. Are you ready?,Пойдём через дверь. Ты готов?,
4,possible_player_address_gender,addcont_01_text01,message/dlcep001_field.mbe/000_Sheet1.csv,28,dlcep001_0120_0010,char_AEGIOMON,,готов,"проверить, относится ли форма к игроку","The battle ahead is gonna be fierce.
You ready for this?","Впереди тяжёлая битва.
Ты готов?",
4,possible_player_address_gender,addcont_02_text01,message/d210.mbe/000_Sheet1.csv,34,d210_040_070,char_HIROKO,,был,"проверить, относится ли форма к игроку","Where have you been?!
I thought for sure you were dead!","Где ты был?!
Я уже думала, что ты погиб!",d210_040_070
4,possible_player_address_gender,addcont_02_text01,message/d220.mbe/000_Sheet1.csv,21,d220_030_150,char_BANCHOLEOMON,,вернулась,"проверить, относится ли форма к игроку","You didn't come back, so I was starting to worry.","Ты не вернулась, поэтому я начал волноваться.",d220_030_150
4,possible_player_address_gender,addcont_03_text01,message/d310.mbe/000_Sheet1.csv,20,d310_030_080,char_OMEGAMON-X,,ранен,"проверить, относится ли форма к игроку","You seem to have gotten caught up in our battle,
to disastrous results. I do hope you are not injured.","Похоже, тебя втянуло в нашу битву,
и последствия вышли катастрофическими. Надеюсь, ты не ранен.",
4,possible_player_address_gender,addcont_03_text01,message/d310.mbe/000_Sheet1.csv,111,d310_100_010,char_OMEGAMON-X,,ранен,"проверить, относится ли форма к игроку","Are you all right?
I do hope you are not injured.","С тобой все в порядке?
Я очень надеюсь, что ты не ранен.",
4,possible_player_address_gender,addcont_03_text01,message/d320.mbe/000_Sheet1.csv,51,d320_030_010,char_JESMON_X,,согласен,"проверить, относится ли форма к игроку","Something about this place seems... familiar.
Would you not agree, Omnimon?","Что-то в этом месте кажется... знакомым.
Ты не согласен, Омегамон?",
4,possible_player_address_gender,addcont_03_text01,message/d320.mbe/000_Sheet1.csv,146,d320_070_060,char_TOUDO,,сказал,"проверить, относится ли форма к игроку","""Do you remember what you said to me
back when I was still new to public safety?""","«Помнишь, что ты сказал мне, когда я только поступил
в общественную безопасность?»",
4,possible_player_address_gender,addcont_03_text01,message/d320.mbe/000_Sheet1.csv,151,d320_070_110,char_TOUDO,,сказал,"проверить, относится ли форма к игроку","""You told me that I was exactly the right
kind of person to work in public safety.""","«Ты сказал, что для службы в общественной безопасности
нужны именно такие люди, как я».",
4,possible_player_address_gender,patch_text01,message/arena01.mbe/000_Sheet1.csv,88,arena01_f001_010_047,char_SOCERIMON,,сказал,"проверить, относится ли форма к игроку","Nope! You weren't even close! You said ""When our mighty
powers join together..."" with that dumb look on your face.","Нет! Ты даже не был близок к этому! Ты сказал ""Когда наши
могущественные силы объединятся..."" с этим тупым выражением на лице.",
4,possible_player_address_gender,patch_text01,message/arena01.mbe/000_Sheet1.csv,239,arena01_m320_020_041,char_TONOSAMAGEKOMON,,был,"проверить, относится ли форма к игроку","Hm, glurp? Ringleader, when did you get a family, glurp?
You've been single as long as I've known you, glurp...","Хм, глурп? Главарь, когда ты успел обзавестись семьей, глурп?
Ты был холост, сколько я тебя знаю, глурп...",
4,possible_player_address_gender,patch_text01,message/d01.mbe/000_Sheet1.csv,35,f_d0101_0100_0020,char_SOCERIMON,,уверен,"проверить, относится ли форма к игроку",Are you sure about this?! Just what have you done?!,Ты уверен в этом?! Что ты только что сделал?!,
4,possible_player_address_gender,patch_text01,message/d01.mbe/000_Sheet1.csv,209,f_d0108_0040_0040,char_VIKEMON,,сделал,"проверить, относится ли форма к игроку","You've done more than enough... and we aren't gonna
take it anymore!","Ты сделал более чем достаточно... И мы больше не собираемся
этого терпеть!",
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,24,f_d0201_0050_0090,char_TYUMON,,должен,"проверить, относится ли форма к игроку","Merukimon's the head honcho of this town! You should find
him hanging out in the tavern down through that alley!","Меркуримон - главный босс этого города! Ты должен найти его в
таверне в том переулке!",f_d0201_0050_0090
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,62,f_d0201_0260_0010,char_LUNAMON,,смог,"проверить, относится ли форма к игроку","You were able to fix Locomon! That means we can finally go
to Junomon's temple.","Ты смог починить Локомона! Это значит, что мы наконец-то можем
отправиться в храм Юномон.",
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,180,f_d0201_0670_0020,char_PUMPMON,,был,"проверить, относится ли форма к игроку","...Wait. Who were you, again? ...But whatever. No biggie.","... Подожди. Напомни, кем ты был?...Но неважно. Ничего
особенного.",
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,293,f_d0202_0040_0030,char_LUNAMON,,знал,"проверить, относится ли форма к игроку","Say, did you know that Merukimon used to be a wanderer long ago?","Скажи, ты знал, что Меркуримон давным-давно был странником?",
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,457,f_d0202_0630_0010,char_PRINCEMAMEMON,,один,"проверить, относится ли форма к игроку","Why, hello there! Oh yes, I remember you...
You are one of my admirers, yes?!","Ну, приветик! О да, я тебя помню... Ты один из моих
поклонников, да?!",
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,483,f_d0202_0750_0010,char_WEREGARURUMON,,был,"проверить, относится ли форма к игроку","Whoa, where've you been? Come on! You're the star of the
show who helped get the city back!","Ого, где ты был? Давай! Ты звезда шоу, которая помогла вернуть
город!",
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,737,f_d0204_9010_0010,char_STARMON,,готов,"проверить, относится ли форма к игроку",...Are you next? Very well! Are you ready?!,... Ты следующий? Очень хорошо! Ты готов?!,
4,possible_player_address_gender,patch_text01,message/d02.mbe/000_Sheet1.csv,810,f_d0209_0050_0020,char_INORI,,ранен,"проверить, относится ли форма к игроку",Are you hurt? Did the Titans do this to you?,Ты ранен? Титаны сделали это с тобой?,
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,31,f_d0301_0060_0020,char_DAGOMON,,был,"проверить, относится ли форма к игроку","Where have you been, my brother...? I was looking high and
low for you!","Где ты был, брат мой...? Я искал тебя повсюду!",
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,35,f_d0301_0060_0060,char_DAGOMON,,уверен,"проверить, относится ли форма к игроку",Hmm? Are you sure...? I saw someone moving around...,"Хмм? Ты уверен...? Я видел, как кто-то ходил вокруг...",
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,72,f_d0301_0180_0050,char_KAMEMON,,сказал,"проверить, относится ли форма к игроку","Wait. What's that you say? An urgent matter from Venusmon?
Merukimon is having an emergency?!","Подожди. Что это ты сказал? Срочное дело от Венусмона? У
Меркуримона чрезвычайная ситуация?!",
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,150,f_d0302_0130_0021,char_PLAYER_M,,ранен,"проверить, относится ли форма к игроку","{next}You aren't hurt, are you?","{next}Ты ведь не ранен, правда?",
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,168,f_d0302_0160_0040,char_KAMEMON,,должен,"проверить, относится ли форма к игроку","You basically HAVE to save me at this point, don't you think?!","По сути, ты ДОЛЖЕН спасти меня в этот момент, тебе не кажется?!",f_d0302_0160_0040
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,337,f_d0304_0040_0060,char_SABMARIMON,,вернулся,"проверить, относится ли форма к игроку","Oh, you're back! Hey, what do ya think? Pretty impressive, huh?","О, ты вернулся! Эй, что думаешь? Впечатляет, да?",f_d0304_0040_0060
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,338,f_d0304_0040_0065,char_SABMARIMON,,вернулся,"проверить, относится ли форма к игроку","Oh, you're back, huh?","О, ты вернулся, да?",f_d0304_0040_0065
4,possible_player_address_gender,patch_text01,message/d03.mbe/000_Sheet1.csv,360,f_d0305_0050_0010,char_VIKEMON,,пришел,"проверить, относится ли форма к игроку",What's that? Ya came here knowin' it's our base?,"Что это? Ты пришел сюда, зная, что это наша база?",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,19,f_d0401_0050_0010,char_PALMON,,сделал,"проверить, относится ли форма к игроку",You did it! We can go across now!,Ты сделал это! Теперь мы можем перейти!,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,72,f_d0402_0130_0020,char_LOTOSMON,,пришёл,"проверить, относится ли форма к игроку",Have you come to join the festival?,Ты пришёл на фестиваль?,f_d0402_0130_0020
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,134,f_d0404_0040_0030,char_HAWKMON,,должен,"проверить, относится ли форма к игроку",You should join in with us—your underlings!,Ты должен присоединиться к нам — своим подчинённым!,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,175,f_d0404_0130_0010,char_V-MON,,был,"проверить, относится ли форма к игроку","You! You were in Central Town! ...Hey, don't you think that
Digimon over there is so cool?","Ты! Ты был в Центральном городе!...Эй, тебе не кажется, что вон
тот Дигимон такой клёвый?",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,191,f_d0404_0160_0040,char_SHURIMON,,сказала,"проверить, относится ли форма к игроку",What did you say?! If you are not sorry...,Что ты сказала?! Если ты не сожалеешь...,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,231,f_d0404_0290_0020,char_MERAMON,,прав,"проверить, относится ли форма к игроку","You're right about that! This place is so relaxing, and the
booze is good.","Ты прав! Это место такое расслабляющее, и выпивка хорошая.",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,264,f_d0404_0450_0040,char_GARUDAMON,,должен,"проверить, относится ли форма к игроку","...I can't go back. You should follow the path you were
meant to follow.","...Я не могу вернуться. Ты должен следовать пути, который тебе
предназначен.",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,297,f_d0404_9010_0050,char_FLORAMON,,был,"проверить, относится ли форма к игроку","Thank goodness I managed to win somehow.
You were no easy opponent!","Фух, мне всё-таки удалось победить. Ты был непростым
соперником!",
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,319,f_d0407_0010_0010,,,нашёл,"проверить, относится ли форма к игроку",You found me...,Ты нашёл меня...,
4,possible_player_address_gender,patch_text01,message/d04.mbe/000_Sheet1.csv,320,f_d0407_0010_0020,,,нашёл,"проверить, относится ли форма к игроку",Darn. You found me...,Чёрт. Ты нашёл меня...,
4,possible_player_address_gender,patch_text01,message/d05.mbe/000_Sheet1.csv,212,f_d0502_0110_0020,char_CAPROMON,,должен,"проверить, относится ли форма к игроку","Our ally inside started acting crazy! Ya gotta calm it down!
Please!","Наш союзник внутри начал вести себя как сумасшедший! Ты должен
успокоить его! Пожалуйста!",
4,possible_player_address_gender,patch_text01,message/d05.mbe/000_Sheet1.csv,507,f_d0506_0190_0020,char_DARKSUPERSTARMON,,был,"проверить, относится ли форма к игроку","Hey, where have you been?! The PCGT Champion is here!","Эй, где ты был?! Чемпион Колизея здесь!",
4,possible_player_address_gender,patch_text01,message/d06.mbe/000_Sheet1.csv,152,f_d0604_0180_0020,char_TUNOMON_TITAMON,,сказал,"проверить, относится ли форма к игроку","You said that ClavisAngemon has the key, right?","Ты сказал, что ключ у Клависанджемона, верно?",f_d0604_0180_0020
4,possible_player_address_gender,patch_text01,message/d06.mbe/000_Sheet1.csv,168,f_d0604_0230_0010,char_APOLLOMON,,вернулся,"проверить, относится ли форма к игроку","Ah, you're back! The other cells have opened, but this
one stayed closed for some reason...","А, ты вернулся! Другие камеры открылись, но эта по какой-то
причине оставалась закрытой...",f_d0604_0230_0010
4,possible_player_address_gender,patch_text01,message/d06.mbe/000_Sheet1.csv,237,f_d0604_0350_0010,char_ORGEMON,,видел,"проверить, относится ли форма к игроку","Geh geh geh... Did ya see that? I gave those angel
Digimon a good thrashin'!","Гех-гех-гех... Ты это видел? Я задал этим ангельским Дигимонам
хорошую трепку!",
4,possible_player_address_gender,patch_text01,message/d07.mbe/000_Sheet1.csv,48,f_d0701_0010_0400,char_GEKOMON,,был,"проверить, относится ли форма к игроку","Although if you were with me, I think I could do it, glurp!
Okay, just leave getting to him to me then!","Если бы ты был рядом, я бы, пожалуй, решился, глурп!
Ладно, я сам отведу тебя к нему!",f_d0701_0010_0400
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,39,f_d0901_0010_0010,char_PLUTOMON,,пришел,"проверить, относится ли форма к игроку",You came...,Ты пришел...,f_d0901_0010_0010
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,53,f_d0901_0020_0018,char_GEKOMON,,готов,"проверить, относится ли форма к игроку","Are you ready, glurp?","Ты готов, глурп?",f_d0901_0020_0018
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,81,f_d0901_0100_0020,char_HYOUGAMON,,видел,"проверить, относится ли форма к игроку","Hey, did ya see that?! They don't get any cooler than good
ol' Lord Plutomon!","Эй, ты это видел?! Они ничуть не круче старого доброго Лорда
Плутомона!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,90,f_d0901_0120_0038,char_GEKOMON,,решил,"проверить, относится ли форма к игроку","So what did you decide to do? Do you REALLY have to
go there, glurp?","Так что же ты решил сделать? Тебе ДЕЙСТВИТЕЛЬНО нужно идти туда,
глурп?",f_d0901_0120_0038
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,222,f_d0903_0035_0100,char_INORI,,уверен,"проверить, относится ли форма к игроку","Are you sure? Those Digimon will probably attack if you get
too close...","Ты уверен? Эти дигимоны, вероятно, нападут, если ты подойдешь
слишком близко...",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,398,f_d0904_0240_0020,char_WARUSEADRAMON,,сделал,"проверить, относится ли форма к игроку","You made it! We'll fight alongside you. Time for a
counterattack!","Ты сделал это! Мы будем сражаться бок о бок с тобой. Время для
контратаки!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,426,f_d0904_0280_0080,char_VENUSMON,,ранен,"проверить, относится ли форма к игроку","All right. Although, what will you do? You are injured!","Хорошо. Хотя, что ты будешь делать? Ты ранен!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,532,f_d0905_0010_0070,char_VULCANUSMON,,должен,"проверить, относится ли форма к игроку","Oh, there you are! You have to listen to this!","О, вот ты где! Ты должен это послушать!",f_d0905_0010_0070
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,578,f_d0905_0080_0080,char_VULCANUSMON,,сказал,"проверить, относится ли форма к игроку","Did you say something? Words of enthusiastic determination,
maybe? I bet you said you'd give it your best!","Ты что-то сказал? Может быть, слова энтузиазма и решимости?
Держу пари, ты сказал, что приложишь все усилия!",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,589,f_d0905_0090_0040,char_JUNOMON,,должен,"проверить, относится ли форма к игроку","Now, then. You must head through the gate.",Тогда сейчас. Ты должен пройти через ворота.,
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,673,f_d0906_0060_0100,char_AEGIOMON,,сделал,"проверить, относится ли форма к игроку",You did it! The hole is gone!,Ты сделал это! Дыра исчезла!,f_d0906_0060_0100
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,751,f_d0907_0110_0030,char_AEGIOMON,,готов,"проверить, относится ли форма к игроку","...but I'm sure I can't escape this fate.
There's no turning back from here... Are you ready?","...но я уверен, что мне не избежать этой участи. Отсюда нет
пути назад... Ты готов?",
4,possible_player_address_gender,patch_text01,message/d09.mbe/000_Sheet1.csv,755,f_d0907_0110_0060,char_AEGIOMON,,был,"проверить, относится ли форма к игроку","I even tried to destroy the egg before I could be born.
...But, do you remember? You were the one who stopped me.","Я даже пытался уничтожить яйцо до своего рождения...
Но помнишь? Ты был единственным, кто меня остановил.",
4,possible_player_address_gender,patch_text01,message/d12.mbe/000_Sheet1.csv,48,f_d1204_0190_0010,char_KNIGHTMON,,был,"проверить, относится ли форма к игроку","It is you! That human from before!
Have you been keeping safe?",Это ты! Тот человек из прошлого! Ты был в безопасности?,
4,possible_player_address_gender,patch_text01,message/d12.mbe/000_Sheet1.csv,137,f_d1204_0620_0050,char_TYUMON,,должен,"проверить, относится ли форма к игроку","Ah! But don't get ahead of yerself! You've got to put in
the work!",Ах! Но не забегай вперед! Ты должен работать!,
4,possible_player_address_gender,patch_text01,message/d13.mbe/000_Sheet1.csv,102,f_d1301_0320_0010,char_TOUDO,,сделал,"проверить, относится ли форма к игроку",You did it! That's got the supervisor's ID number on it!,Ты сделал это! Это идентификационный номер руководителя!,
4,possible_player_address_gender,patch_text01,message/digimon_chat.mbe/000_Sheet1.csv,1942,rapi_001_3_replay,char_PLAYER_M,,уверен,"проверить, относится ли форма к игроку","Are you sure it's not ""Rabbit""?","Ты уверен, что это не «Кролик»?",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,894,g_shop165_0030_0010,char_YUKIDARUMON,,уверен,"проверить, относится ли форма к игроку",Sure you didn't forget anything?,"Ты уверен, что ничего не забыл?",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,905,g_shop310_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку","I'm Number 160 of the 160 Vademon Brothers,
the baby of the family! Nice to have ya back!","Я номер 160 из 160 братьев Вейдемон, детище в семье! Приятно, что
ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,906,g_shop310_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку","I'm Number 160 of the 160 Vademon Brothers. I heard ya were
a star at my brother's place! Good luck here, too.","Я номер 160 из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,913,g_shop311_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку","I'm Number 108 of the 160 Vademon Brothers.
Nice to have ya back!","Я номер 108 из 160 братьев Вейдемон. Приятно, что ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,914,g_shop311_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку","I'm Number 108 of the 160 Vademon Brothers. I heard ya were
a star at my brother's place! Good luck here, too.","Я номер 108 из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,921,g_shop312_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку","I'm Number 77 of the 160 Vademon Brothers.
Nice to have ya back!","Я 77-й номер из 160 братьев Вадемон. Приятно, что ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,922,g_shop312_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку","I'm Number 77 of the 160 Vademon Brothers. I heard ya were
a star at my brother's place! Good luck here, too.","Я 77-й номер из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,929,g_shop313_0010_0020,char_VADEMON,,вернулся,"проверить, относится ли форма к игроку","I'm Number 2 of the 160 Vademon Brothers.
Nice to have ya back!","Я номер 2 из 160 братьев Вейдемон. Приятно, что ты вернулся!",
4,possible_player_address_gender,patch_text01,message/field_text.mbe/000_Sheet1.csv,930,g_shop313_0010_0030,char_VADEMON,,был,"проверить, относится ли форма к игроку","I'm Number 2 of the 160 Vademon Brothers. I heard ya were
a star at my brother's place! Good luck here, too.","Я номер 2 из 160 братьев Вейдемон. Я слышал, ты был звездой в
заведении моего брата! И здесь удачи.",
4,possible_player_address_gender,patch_text01,message/h03.mbe/000_Sheet1.csv,20,f_h0310_0020_0060,char_VADEMON,,был,"проверить, относится ли форма к игроку","I heard ya were a star at my brother's place! The entry
fee is 5000 YEN! Good luck!","Я слышал, ты был звездой в заведении моего брата! Вступительный
взнос составляет 5000 иен! Удачи!",
4,possible_player_address_gender,patch_text01,message/m040.mbe/000_Sheet1.csv,65,m040_060_010,char_PROTECTED_GIRL,,ранен,"проверить, относится ли форма к игроку",You okay? Are you hurt?,Ты в порядке? Ты ранен?,m040_060_010
4,possible_player_address_gender,patch_text01,message/m050.mbe/000_Sheet1.csv,17,m050_010_120,char_INORI,,сказал,"проверить, относится ли форма к игроку","You said some things that made it sound like
we've met before. I'm sorry I don't remember.","Ты сказал кое-что, из-за чего это прозвучало так, будто
мы встречались раньше. Прости, я не помню.",m050_010_120
4,possible_player_address_gender,patch_text01,message/m060.mbe/000_Sheet1.csv,141,m060_150_010,char_INORI,,сказал,"проверить, относится ли форма к игроку",You said... your name is Aegiomon?,Ты сказал... тебя зовут Эгиомон?,m060_150_010
4,possible_player_address_gender,patch_text01,message/m060.mbe/000_Sheet1.csv,145,m060_150_060,char_AEGIOMON,,ранена,"проверить, относится ли форма к игроку","You're not hurt, are you...?",Ты не ранена...?,m060_150_060
4,possible_player_address_gender,patch_text01,message/m080.mbe/000_Sheet1.csv,9,m080_020_070,char_AEGIOMON,,сказал,"проверить, относится ли форма к игроку",You said you would yesterday! Remember?,"Ты же сказал вчера, что пойдёшь! Помнишь?",m080_020_070
4,possible_player_address_gender,patch_text01,message/m090.mbe/000_Sheet1.csv,28,m090_030_040,char_BOY,,должен,"проверить, относится ли форма к игроку","It's not an apology, okay?! But you HAVE to give it to him!","Это не извинения, ясно?! Но ты ДОЛЖЕН отдать это ему!",
4,possible_player_address_gender,patch_text01,message/m090.mbe/000_Sheet1.csv,79,m090_080_061,char_PLAYER_M,,пришла,"проверить, относится ли форма к игроку",Where did you come from?,Откуда ты пришла?,
4,possible_player_address_gender,patch_text01,message/m100.mbe/000_Sheet1.csv,95,m100_060_020,char_BLACKTAILMON,,видел,"проверить, относится ли форма к игроку","More! I have to go swipe more stuff off of them! You should've
seen the looks on their faces! Nyahaha!","Ещё! Мне нужно стырить у них ещё вещей! Ты бы видел их лица!
Нья-ха-ха!",m100_060_020
4,possible_player_address_gender,patch_text01,message/m110.mbe/000_Sheet1.csv,45,m110_030_100,char_INORI,,права,"проверить, относится ли форма к игроку","Yeah... I guess you're right. Sorry, Hiroko.","Да... Полагаю, ты права. Прости, Хирока.",m110_030_100
4,possible_player_address_gender,patch_text01,message/m120.mbe/000_Sheet1.csv,10,m120_010_081,char_PLAYER_M,,ранена,"проверить, относится ли форма к игроку","You aren't hurt, are you?",Ты не ранена?,
4,possible_player_address_gender,patch_text01,message/m120.mbe/000_Sheet1.csv,54,m120_060_100,char_INORI,,уверен,"проверить, относится ли форма к игроку",Sightseeing? You sure you got your priorities straight...?,"Осмотр достопримечательностей? Ты уверен, что у тебя правильно
расставлены приоритеты...?",m120_060_100
4,possible_player_address_gender,patch_text01,message/m130.mbe/000_Sheet1.csv,65,m130_070_014,char_AEGIOMON,,сказала,"проверить, относится ли форма к игроку","That night, under that starry sky... you said ""always,""
right? That you'd always be by my side...?","Той ночью, под этим звёздным небом... ты сказала ""всегда"",
верно? Что ты всегда будешь рядом со мной...?",m130_070_014
4,possible_player_address_gender,patch_text01,message/m130.mbe/000_Sheet1.csv,72,m130_090_020,char_CORONAMON,,видела,"проверить, относится ли форма к игроку",Did you see me? Did you see what I can do? Hahaha!,"Ты видела меня? Видела, на что я способен? Ха-ха-ха!",m130_090_020
4,possible_player_address_gender,patch_text01,message/m140.mbe/000_Sheet1.csv,6,m140_010_050,char_MINERVAMON,,знал,"проверить, относится ли форма к игроку","These humans helped us fight them off for now. Were you
aware of the Titans' presence?","Эти люди помогли нам пока что отбить их. Ты знал о присутствии
Титанов?",m140_010_050
4,possible_player_address_gender,patch_text01,message/m160.mbe/000_Sheet1.csv,23,m160_040_060,char_MINERVAMON,,сказал,"проверить, относится ли форма к игроку","And you said you saw the egg when you first opened your eyes...
I mean, I've seen your mind-blowing power, myself.","И ты сказал, что увидел яйцо, когда впервые открыл глаза...
Я ведь сама видела твою невероятную силу.",m160_040_060
