relative_path,row_id,speaker_id,variant_type,alias_m,alias_f,suggested_speaker_for_M_alias,suggested_speaker_for_F_alias,gender_markers,has_self_pronoun,has_player_pronoun,text
d14.mbe/000_Sheet1.csv,f_d1407_0050_0050,char_OPERATOR_M,operator,f_d1407_0050_0050_M,f_d1407_0050_0050_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Ты носишь его имя, и никто лучше тебя не продолжит его дело.
В совершенстве овладей {fc9Конвертацией} и {fc9эволюцией}!"
field_text.mbe/000_Sheet1.csv,g_tutorial_1000_0010,char_OPERATOR_M,operator,g_tutorial_1000_0010_M,g_tutorial_1000_0010_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Побеждая Дигимонов одного вида, ты повышаешь
уровень анализа и прогресс сканирования для Конвертации."
field_text.mbe/000_Sheet1.csv,g_tutorial_1000_0020,char_OPERATOR_M,operator,g_tutorial_1000_0020_M,g_tutorial_1000_0020_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Как только прогресс сканирования достигнет 100%, ты сможешь
конвертировать эти файлы в дигимона и добавить его в свой отряд."
field_text.mbe/000_Sheet1.csv,g_tutorial_1000_0030,char_OPERATOR_M,operator,g_tutorial_1000_0030_M,g_tutorial_1000_0030_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Чем ближе прогресс сканирования к 200%, тем мощнее будет новый
дигимон, поэтому не забудь выполнить конвертацию в нужное время."
field_text.mbe/000_Sheet1.csv,g_tutorial_1000_0040,char_OPERATOR_M,operator,g_tutorial_1000_0040_M,g_tutorial_1000_0040_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Это также полезно для анализа аномалий, поэтому обязательно
участвуй в боях, чтобы улучшать анализ и сканирование."
field_text.mbe/000_Sheet1.csv,g_tutorial_1001_0010,char_OPERATOR_M,operator,g_tutorial_1001_0010_M,g_tutorial_1001_0010_F,char_OPERATOR_F,char_OPERATOR_M,готов,,,"Похоже, дигимон уже достаточно хорошо проанализирован и готов
к преобразованию. Попробуй функцию {fc9Конвертация} прямо сейчас."
field_text.mbe/000_Sheet1.csv,g_tutorial_1001_0020,char_OPERATOR_M,operator,g_tutorial_1001_0020_M,g_tutorial_1001_0020_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Прямо как однояйцевые близнецы с разными характерами,
у каждого дигимона, похоже, тоже своя {fc9Личность}."
field_text.mbe/000_Sheet1.csv,g_tutorial_1001_0030,char_OPERATOR_M,operator,g_tutorial_1001_0030_M,g_tutorial_1001_0030_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Это связано с наличием как органических, так и информационных
свойств. Их различия станут очевидны в бою и вне его."
field_text.mbe/000_Sheet1.csv,g_tutorial_1001_0040,char_OPERATOR_M,operator,g_tutorial_1001_0040_M,g_tutorial_1001_0040_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Ты можешь узнать больше о личности каждого дигимона в разделе
«Дигимоны» > «Настройка» своего Дигивайса."
field_text.mbe/000_Sheet1.csv,g_tutorial_1001_0050,char_OPERATOR_M,operator,g_tutorial_1001_0050_M,g_tutorial_1001_0050_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Понимание индивидуальности каждого дигимона будет жизненно важно
для успеха твоей миссии."
m010.mbe/000_Sheet1.csv,m010_020_010,char_OPERATOR_M,operator,m010_020_010_M,m010_020_010_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Ой-ой. Похоже, мы в последнее время немного перестарались. Мир
начинает узнавать о нашем существовании."
m010.mbe/000_Sheet1.csv,m010_020_020,char_OPERATOR_M,operator,m010_020_020_M,m010_020_020_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Иронично, правда. Секретная организация, которая охотится на
городские легенды, сама становится городской легендой..."
m010.mbe/000_Sheet1.csv,m010_020_030,char_OPERATOR_M,operator,m010_020_030_M,m010_020_030_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Если это аниме вдруг станет слишком популярным,
можешь забыть о том, чтобы ходить повсюду в такой одежде."
m010.mbe/000_Sheet1.csv,m010_020_040,char_OPERATOR_M,operator,m010_020_040_M,m010_020_040_F,char_OPERATOR_F,char_OPERATOR_M,,yes,yes,"Я подаю запрос на бюджет для новой формы, но в этой миссии
тебе нужно не привлекать внимания."
m010.mbe/000_Sheet1.csv,m010_020_050,char_OPERATOR_M,operator,m010_020_050_M,m010_020_050_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Всё ясно, агент {player}?"
m010.mbe/000_Sheet1.csv,m010_020_060,char_OPERATOR_M,operator,m010_020_060_M,m010_020_060_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Итак. Ты уже в курсе об аномальных явлениях, наблюдаемых в этом
городе?"
m010.mbe/000_Sheet1.csv,m010_020_080,char_OPERATOR_M,operator,m010_020_080_M,m010_020_080_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Необъяснимые взрывы, загадочные формы жизни, землетрясения,
аномальная погода... Странных сообщений хватает."
m010.mbe/000_Sheet1.csv,m010_020_090,char_OPERATOR_M,operator,m010_020_090_M,m010_020_090_F,char_OPERATOR_F,char_OPERATOR_M,,yes,,"Все типичные аномалии, так что пришло время АДАМАС вмешаться.
Мне сказали, что начальство возлагает на нас большие надежды."
m010.mbe/000_Sheet1.csv,m010_020_100,char_OPERATOR_M,operator,m010_020_100_M,m010_020_100_F,char_OPERATOR_F,char_OPERATOR_M,,,,Особенно после нашей последней миссии...
m010.mbe/000_Sheet1.csv,m010_020_110,char_OPERATOR_M,operator,m010_020_110_M,m010_020_110_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Особенно их впечатлило наше расследование неизвестного
оружия с технологиями, намного опережающими человеческие."
m010.mbe/000_Sheet1.csv,m010_020_120,char_OPERATOR_M,operator,m010_020_120_M,m010_020_120_F,char_OPERATOR_F,char_OPERATOR_M,,yes,,"Так что я надеюсь, мы сможем повторить успех в этой миссии."
m010.mbe/000_Sheet1.csv,m010_020_130,char_OPERATOR_M,operator,m010_020_130_M,m010_020_130_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Знаешь, паранормальные явления, которые нельзя объяснить
современной наукой. Это наша специализация, помнишь?"
m010.mbe/000_Sheet1.csv,m010_020_140,char_OPERATOR_M,operator,m010_020_140_M,m010_020_140_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Подобные явления были подтверждены в районе Синдзюку в Японии.
Это рутинная миссия, ты знаешь, что делать."
m010.mbe/000_Sheet1.csv,m010_020_150,char_OPERATOR_M,operator,m010_020_150_M,m010_020_150_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Знаю, прошло много времени, но соберись."
m010.mbe/000_Sheet1.csv,m010_020_160,char_OPERATOR_M,operator,m010_020_160_M,m010_020_160_F,char_OPERATOR_F,char_OPERATOR_M,,yes,yes,"Я передаю приказы и информацию из штаба, а ты занимаешься
расследованием на месте."
m010.mbe/000_Sheet1.csv,m010_020_170,char_OPERATOR_M,operator,m010_020_170_M,m010_020_170_F,char_OPERATOR_F,char_OPERATOR_M,,yes,yes,"Правила запрещают мне называть своё имя, но ты можешь звать меня
""Оператор"", как обычно."
m010.mbe/000_Sheet1.csv,m010_020_180,char_OPERATOR_M,operator,m010_020_180_M,m010_020_180_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Возвращаясь к миссии... Ты уже в курсе об аномальных явлениях,
наблюдаемых в этом городе?"
m010.mbe/000_Sheet1.csv,m010_020_200,char_OPERATOR_M,operator,m010_020_200_M,m010_020_200_F,char_OPERATOR_F,char_OPERATOR_M,,yes,yes,"Я отправлю координаты на твой Дигивайс. Проверь свою карту и
приблизься к целевой локации."
m010.mbe/000_Sheet1.csv,m010_020_210,char_OPERATOR_M,operator,m010_020_210_M,m010_020_210_F,char_OPERATOR_F,char_OPERATOR_M,,,,"И ещё раз, не раскрывай себя. И будем молиться, чтобы аниме,
которое показывали ранее, не стало слишком популярным."
m010.mbe/000_Sheet1.csv,m010_020_220,char_OPERATOR_M,operator,m010_020_220_M,m010_020_220_F,char_OPERATOR_F,char_OPERATOR_M,,yes,yes,Итак. Пришло время начать миссию. Я рассчитываю на тебя.
m010.mbe/000_Sheet1.csv,m010_020_230,char_OPERATOR_M,operator,m010_020_230_M,m010_020_230_F,char_OPERATOR_F,char_OPERATOR_M,,yes,,"Результаты нашей последней миссии меня не устроили: цель
ушла в последнюю минуту..."
m010.mbe/000_Sheet1.csv,m010_020_240,char_OPERATOR_M,operator,m010_020_240_M,m010_020_240_F,char_OPERATOR_F,char_OPERATOR_M,,,,"...но начальство действительно ценит данные, полученные нами во
время миссии. Отсюда и их большие надежды на нас сегодня."
m010.mbe/000_Sheet1.csv,m010_020_250,char_OPERATOR_M,operator,m010_020_250_M,m010_020_250_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Наша организация. АДАМАС - это специальное следственное бюро,
которое расследует подобные аномалии вдали от глаз общественности."
m010.mbe/000_Sheet1.csv,m010_020_260,char_OPERATOR_M,operator,m010_020_260_M,m010_020_260_F,char_OPERATOR_F,char_OPERATOR_M,должна,,,"Эта миссия не исключение. Действуй максимально осторожно:
секретность должна быть сохранена."
m010.mbe/000_Sheet1.csv,m010_040_010,char_OPERATOR_M,operator,m010_040_010_M,m010_040_010_F,char_OPERATOR_F,char_OPERATOR_M,,,yes,"Вижу, ты на нужных координатах. Доложи обстановку."
m010.mbe/000_Sheet1.csv,m010_040_030,char_OPERATOR_M,operator,m010_040_030_M,m010_040_030_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Да, по-видимому. Правительство так и не объяснило полностью,
почему они огородили Ниси-Синдзюку Стеной Надежды."
m010.mbe/000_Sheet1.csv,m010_040_040,char_OPERATOR_M,operator,m010_040_040_M,m010_040_040_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Официальное объяснение заключается в том, что на подземной
стройке взорвалось оборудование..."
m010.mbe/000_Sheet1.csv,m010_040_050,char_OPERATOR_M,operator,m010_040_050_M,m010_040_050_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Но стена таких масштабов, для чего-то подобного? Это явно не
сходится - отсюда и разгневанная толпа, требующая реальных ответов."
m010.mbe/000_Sheet1.csv,m010_040_060,char_OPERATOR_M,operator,m010_040_060_M,m010_040_060_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Это называется ""Стена Надежды"". Восемь лет назад в Ниси-Синдзюку
произошёл большой загадочный взрыв."
m010.mbe/000_Sheet1.csv,m010_040_070,char_OPERATOR_M,operator,m010_040_070_M,m010_040_070_F,char_OPERATOR_F,char_OPERATOR_M,была,,,"Стена была построена сразу после этого, якобы для общественной
безопасности, но правда остаётся туманной."
m010.mbe/000_Sheet1.csv,m010_040_080,char_OPERATOR_M,operator,m010_040_080_M,m010_040_080_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Явления, ради которых нас сюда отправили, чаще всего
наблюдаются вокруг этой Стены. Похоже, придётся изучить и то,
что находится внутри."
m010.mbe/000_Sheet1.csv,m010_040_090,char_OPERATOR_M,operator,m010_040_090_M,m010_040_090_F,char_OPERATOR_F,char_OPERATOR_M,,,,Страх и гнев толпы чувствуются даже отсюда.
m010.mbe/000_Sheet1.csv,m010_040_100,char_OPERATOR_M,operator,m010_040_100_M,m010_040_100_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Наши исследования указывают на странную корреляцию между увеличением
частоты аномалий и усилением социальной нестабильности."
m010.mbe/000_Sheet1.csv,m010_040_110,char_OPERATOR_M,operator,m010_040_110_M,m010_040_110_F,char_OPERATOR_F,char_OPERATOR_M,,,,"В последнее время аномалии происходят экспоненциально чаще, с
такой скоростью, которую видели всего несколько раз в истории."
m010.mbe/000_Sheet1.csv,m010_040_120,char_OPERATOR_M,operator,m010_040_120_M,m010_040_120_F,char_OPERATOR_F,char_OPERATOR_M,,,,"И хотя мы не знаем почему, почти все эти прецеденты
сопровождались полным крахом общества..."
m010.mbe/000_Sheet1.csv,m010_040_130,char_OPERATOR_M,operator,m010_040_130_M,m010_040_130_F,char_OPERATOR_F,char_OPERATOR_M,,,,"...будь то эпидемия, стихийное бедствие... даже война."
m010.mbe/000_Sheet1.csv,m010_040_140,char_OPERATOR_M,operator,m010_040_140_M,m010_040_140_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Вот почему мы так спешим. Но боюсь, из-за этой спешки мы
раскрыли миру своё существование..."
m010.mbe/000_Sheet1.csv,m010_040_150,char_OPERATOR_M,operator,m010_040_150_M,m010_040_150_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Но главная задача остаётся прежней: понять, как эти аномалии
связаны с трагедиями, которые следуют за ними."
m010.mbe/000_Sheet1.csv,m010_040_160,char_OPERATOR_M,operator,m010_040_160_M,m010_040_160_F,char_OPERATOR_F,char_OPERATOR_M,,,,Попробуй исследовать эту область немного дальше.
m010.mbe/000_Sheet1.csv,m010_070_010,char_OPERATOR_M,operator,m010_070_010_M,m010_070_010_F,char_OPERATOR_F,char_OPERATOR_M,был,,,"Тот толчок только что, вероятно, был одним из наших аномальных
явлений."
m010.mbe/000_Sheet1.csv,m010_070_020,char_OPERATOR_M,operator,m010_070_020_M,m010_070_020_F,char_OPERATOR_F,char_OPERATOR_M,,yes,,"Мне удалось сузить целевые координаты благодаря некоторым видео
восьмилетней давности."
m010.mbe/000_Sheet1.csv,m010_070_030,char_OPERATOR_M,operator,m010_070_030_M,m010_070_030_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Кадры аномалии в этом районе были тогда загружены в интернет
гражданскими лицами."
m010.mbe/000_Sheet1.csv,m010_070_040,char_OPERATOR_M,operator,m010_070_040_M,m010_070_040_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Сами видео с тех пор удалены, но комментарии остались, и они
говорят нам, что те видео..."
m010.mbe/000_Sheet1.csv,m010_070_050,char_OPERATOR_M,operator,m010_070_050_M,m010_070_050_F,char_OPERATOR_F,char_OPERATOR_M,,,,"...были сняты в областях, которые теперь находятся внутри той
Стены."
m010.mbe/000_Sheet1.csv,m010_070_060,char_OPERATOR_M,operator,m010_070_060_M,m010_070_060_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Проверь ещё раз, нет ли какого-то способа пробраться за ту
Стену."
m010.mbe/000_Sheet1.csv,m010_080_010,char_OPERATOR_M,operator,m010_080_010_M,m010_080_010_F,char_OPERATOR_F,char_OPERATOR_M,,yes,yes,"Обновление. Я отправляю тебе дополнительное задание. Кто-то
просит о помощи около целевых координат."
m010.mbe/000_Sheet1.csv,m010_080_020,char_OPERATOR_M,operator,m010_080_020_M,m010_080_020_F,char_OPERATOR_F,char_OPERATOR_M,,,,У этого человека уже есть разрешение на связь с твоим Дигивайсом.
m010.mbe/000_Sheet1.csv,m010_080_030,char_OPERATOR_M,operator,m010_080_030_M,m010_080_030_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Обычно это было бы похоже на работу кого-то из организации... В любом
случае, сделай всё возможное, чтобы обезопасить его."
m010.mbe/000_Sheet1.csv,m010_090_010,char_OPERATOR_M,operator,m010_090_010_M,m010_090_010_F,char_OPERATOR_F,char_OPERATOR_M,,,,"Похоже, рядом несколько фазово-электронных форм жизни."
